Model,GOF Precision,LOF Precision,Neutral Precision,GOF Recall,LOF Recall,Neutral Recall,Neutral MCC,GOF MCC,LOF MCC,GOF F1,LOF F1,Neutral F1,Neutral AP,GOF AP,LOF AP
1,0.12,0.9,0.95,0.9,0.56,0.64,0.6514,0.2491,0.5476,0.22,0.69,0.76,0.8620226114823216,0.12077374103354124,0.8287636898227329
2,0.12,0.9,0.95,0.9,0.56,0.64,0.6514,0.2491,0.5476,0.22,0.69,0.76,0.8620226114823216,0.12077374103354124,0.8287636898227329
3,0.12,0.92,0.93,0.91,0.53,0.66,0.6467,0.2502,0.5503,0.22,0.67,0.77,0.8617061299780493,0.1203527891330346,0.8180530862112625
4,0.16,0.9,0.93,0.83,0.59,0.8,0.7538,0.2908,0.5724,0.27,0.71,0.86,0.9414860406974622,0.18146450564453998,0.9083279743257882
5,0.16,0.91,0.92,0.78,0.62,0.83,0.7783,0.2862,0.6026,0.27,0.74,0.88,0.9461682012030617,0.16134209485741718,0.9058468500165973
6,0.16,0.91,0.92,0.78,0.62,0.83,0.7783,0.2862,0.6026,0.27,0.74,0.88,0.9461682012030617,0.16134209485741718,0.9058468500165973
7,0.16,0.91,0.92,0.74,0.62,0.84,0.778,0.2693,0.6009,0.26,0.74,0.88,0.945645669299215,0.16159077777490077,0.902888421139251
8,0.17,0.9,0.92,0.73,0.63,0.84,0.7768,0.2766,0.6014,0.27,0.74,0.88,0.9447623424637419,0.15794359602995178,0.9030990798947508
9,0.17,0.9,0.91,0.72,0.63,0.84,0.7746,0.2744,0.6042,0.27,0.74,0.88,0.9445809610040253,0.16093891780642494,0.9041988469507806
10,0.19,0.9,0.92,0.75,0.68,0.84,0.7775,0.3192,0.639,0.31,0.78,0.88,0.944954904860367,0.24179620196503307,0.9073753541394494
11,0.2,0.9,0.91,0.75,0.69,0.84,0.7758,0.3255,0.6403,0.32,0.78,0.88,0.9446875614112868,0.24660956900411138,0.9102403810315258
12,0.21,0.9,0.91,0.72,0.7,0.85,0.7756,0.3253,0.6511,0.32,0.79,0.88,0.9463493509361549,0.21783613668103527,0.9103503628034741
13,0.21,0.9,0.91,0.7,0.72,0.85,0.7761,0.3262,0.666,0.33,0.8,0.88,0.9456647277200064,0.22403283354529863,0.9096800005728725
14,0.21,0.9,0.91,0.7,0.72,0.85,0.7796,0.327,0.6638,0.33,0.8,0.88,0.9456446323917411,0.2028126733603021,0.9074824198024145
15,0.24,0.9,0.91,0.74,0.74,0.86,0.7859,0.3691,0.6753,0.36,0.81,0.88,0.9484264251475941,0.25664354240078363,0.9103895209313024
16,0.24,0.9,0.91,0.73,0.74,0.85,0.7809,0.3623,0.6766,0.36,0.81,0.88,0.9479131742715998,0.27922756241872326,0.9122893173632487
17,0.24,0.89,0.91,0.74,0.73,0.86,0.7867,0.3659,0.664,0.36,0.8,0.88,0.9479114551630293,0.27056687991150835,0.9104471441871271
18,0.24,0.89,0.91,0.74,0.73,0.86,0.7867,0.3659,0.664,0.36,0.8,0.88,0.9479114551630293,0.27056687991150835,0.9104471441871271
19,0.24,0.89,0.91,0.74,0.73,0.86,0.7874,0.368,0.6695,0.36,0.81,0.88,0.9473650267042145,0.2608865051177142,0.9100252032547196
20,0.23,0.88,0.91,0.66,0.74,0.85,0.7775,0.3303,0.6652,0.34,0.81,0.88,0.9480776873476175,0.18451338645966295,0.9084116964648675
21,0.22,0.88,0.91,0.62,0.74,0.85,0.7773,0.3135,0.6644,0.33,0.81,0.88,0.9475712032871662,0.18050970601019078,0.9090086982255925
22,0.22,0.87,0.9,0.61,0.74,0.85,0.7751,0.3068,0.6577,0.32,0.8,0.88,0.9474670266371984,0.18375839710558203,0.9094135178305253
23,0.22,0.87,0.9,0.61,0.74,0.85,0.7751,0.3068,0.6577,0.32,0.8,0.88,0.9474670266371984,0.18375839710558203,0.9094135178305253
24,0.21,0.88,0.9,0.6,0.74,0.85,0.7722,0.2986,0.6614,0.31,0.8,0.88,0.9473717600713065,0.18108714551636498,0.9093227926226675
25,0.23,0.88,0.91,0.62,0.76,0.86,0.7824,0.3261,0.6758,0.34,0.82,0.88,0.9494519335141902,0.1882449811490659,0.9097655204375156
26,0.23,0.88,0.91,0.61,0.76,0.86,0.7852,0.3173,0.6755,0.33,0.82,0.88,0.9494233252218885,0.19797853526480452,0.9104107885842323
27,0.24,0.87,0.91,0.64,0.76,0.86,0.7893,0.3386,0.6674,0.35,0.81,0.89,0.9493150763961629,0.23628787821425237,0.911600474495182
28,0.24,0.87,0.92,0.64,0.76,0.86,0.7937,0.341,0.6755,0.35,0.82,0.89,0.9509821264862036,0.24083232009180447,0.9110979844255733
29,0.25,0.88,0.91,0.67,0.76,0.86,0.7937,0.3617,0.675,0.37,0.82,0.89,0.9508978677060086,0.23925970471249042,0.9112689347768808
30,0.26,0.88,0.91,0.67,0.77,0.86,0.7922,0.366,0.6784,0.37,0.82,0.89,0.9515919927004639,0.27445711442814535,0.9139376103194542
31,0.26,0.88,0.92,0.67,0.77,0.86,0.7951,0.366,0.6782,0.37,0.82,0.89,0.9520252754378687,0.2673261361135283,0.9139529906881416
32,0.26,0.88,0.92,0.67,0.77,0.86,0.7951,0.366,0.6782,0.37,0.82,0.89,0.9520252754378687,0.2673261361135283,0.9139529906881416
33,0.29,0.88,0.92,0.72,0.78,0.87,0.7972,0.4094,0.7006,0.41,0.83,0.89,0.9519474664154373,0.36572561103754475,0.9155395203114447
34,0.29,0.89,0.91,0.7,0.79,0.87,0.7948,0.4062,0.7047,0.41,0.83,0.89,0.951768636691666,0.308323323963711,0.9171377329278503
35,0.29,0.88,0.91,0.68,0.79,0.87,0.7977,0.4005,0.7023,0.41,0.83,0.89,0.9517907896644353,0.3055940098617392,0.919590850854131
36,0.29,0.88,0.91,0.67,0.79,0.87,0.799,0.3961,0.7014,0.41,0.83,0.89,0.9516192450284158,0.30019296631533415,0.9202143622415584
37,0.32,0.89,0.91,0.73,0.79,0.87,0.8012,0.4382,0.71,0.44,0.84,0.89,0.9519343437155963,0.32675759974692786,0.920387471080474
38,0.31,0.89,0.91,0.72,0.79,0.87,0.8005,0.4319,0.708,0.44,0.84,0.89,0.9515730620241842,0.36065831032076734,0.9220459111535758
39,0.31,0.89,0.91,0.72,0.8,0.87,0.8005,0.4318,0.7106,0.44,0.84,0.89,0.951885402181364,0.33473520223850506,0.9217361547374905
40,0.31,0.88,0.91,0.71,0.8,0.87,0.8005,0.4263,0.7084,0.43,0.84,0.89,0.9518495780251098,0.3206666484197461,0.9211515052484709
41,0.31,0.88,0.91,0.72,0.79,0.87,0.8005,0.4287,0.7064,0.43,0.84,0.89,0.950999022499181,0.3117404111247412,0.9180202989890949
42,0.31,0.88,0.91,0.72,0.79,0.87,0.8005,0.4287,0.7064,0.43,0.84,0.89,0.950999022499181,0.3117404111247412,0.9180202989890949
43,0.31,0.88,0.91,0.7,0.8,0.87,0.7998,0.419,0.7069,0.43,0.84,0.89,0.9509177261100965,0.30302285071412194,0.9179548170810028
44,0.31,0.88,0.91,0.69,0.8,0.87,0.797,0.4158,0.7068,0.42,0.84,0.89,0.9516058693910273,0.29519080864865954,0.9178685055271378
45,0.31,0.89,0.91,0.7,0.8,0.87,0.799,0.4214,0.7126,0.43,0.84,0.89,0.9519644218756627,0.30397656171658266,0.9194071499675469
46,0.31,0.88,0.91,0.69,0.8,0.87,0.7991,0.4158,0.7117,0.42,0.84,0.89,0.9513850736697589,0.30498632252621827,0.9194136797145364
47,0.31,0.88,0.91,0.69,0.8,0.87,0.7954,0.4214,0.7132,0.43,0.84,0.89,0.9513526072731375,0.31253703197316696,0.9196699489663361
48,0.31,0.88,0.91,0.69,0.8,0.87,0.7954,0.4214,0.7132,0.43,0.84,0.89,0.9513526072731375,0.31253703197316696,0.9196699489663361
49,0.31,0.88,0.91,0.69,0.8,0.87,0.7997,0.4198,0.7132,0.43,0.84,0.89,0.9518104972514262,0.3043433459315612,0.9206068731698639
50,0.31,0.88,0.91,0.69,0.8,0.87,0.7997,0.4198,0.7132,0.43,0.84,0.89,0.9518104972514262,0.3043433459315612,0.9206068731698639
51,0.28,0.87,0.91,0.54,0.81,0.87,0.8012,0.3378,0.707,0.37,0.84,0.89,0.9515880674738875,0.2891368258479865,0.9189661466665634
52,0.23,0.85,0.91,0.41,0.81,0.87,0.799,0.2525,0.689,0.29,0.83,0.89,0.9514198777753633,0.27150757496816497,0.9175612499274151
53,0.26,0.86,0.91,0.49,0.81,0.87,0.8026,0.305,0.7005,0.34,0.84,0.89,0.9508380125500946,0.28209513389637,0.9190029480648685
54,0.18,0.85,0.91,0.34,0.8,0.87,0.7939,0.1906,0.677,0.24,0.83,0.89,0.9493576283344247,0.21144321439985914,0.9176705825231216
55,0.18,0.85,0.91,0.34,0.8,0.87,0.7968,0.19,0.682,0.24,0.83,0.89,0.949328793538036,0.21443618104787504,0.9189185389861424
56,0.19,0.85,0.91,0.34,0.81,0.87,0.7947,0.1995,0.6819,0.25,0.83,0.89,0.9497978893074035,0.22466412144987505,0.9197490983106517
57,0.2,0.85,0.91,0.36,0.81,0.87,0.7932,0.2095,0.6841,0.25,0.83,0.89,0.9501939159124885,0.22681154042216004,0.9194701166490423
58,0.17,0.84,0.91,0.3,0.81,0.87,0.7983,0.1673,0.6775,0.22,0.83,0.89,0.9505439094872354,0.22077186821795353,0.9168233620872324
59,0.17,0.84,0.91,0.3,0.81,0.87,0.7983,0.1673,0.6775,0.22,0.83,0.89,0.9505439094872354,0.22077186821795353,0.9168233620872324
60,0.17,0.84,0.91,0.3,0.81,0.87,0.7983,0.1673,0.6775,0.22,0.83,0.89,0.9505439094872354,0.22077186821795353,0.9168233620872324
61,0.17,0.85,0.91,0.3,0.81,0.87,0.7989,0.1667,0.6789,0.22,0.83,0.89,0.950463925770769,0.22478598509055195,0.9174490034020125
62,0.19,0.85,0.91,0.33,0.81,0.87,0.799,0.1956,0.6824,0.24,0.83,0.89,0.9505311275543623,0.22363282680050062,0.9175841163099726
63,0.18,0.85,0.91,0.32,0.81,0.87,0.7982,0.1805,0.6825,0.23,0.83,0.89,0.9538180527572859,0.21796697290520967,0.918191631950508
64,0.2,0.85,0.91,0.34,0.82,0.87,0.7982,0.2016,0.6896,0.25,0.83,0.89,0.9535822151511709,0.23119188874887983,0.9186419924967996
65,0.19,0.85,0.91,0.32,0.81,0.87,0.7996,0.1877,0.6846,0.24,0.83,0.89,0.9537775220328035,0.221098765297998,0.9179248801416959
66,0.19,0.85,0.91,0.34,0.81,0.87,0.7975,0.1972,0.6868,0.24,0.83,0.89,0.9534476546646076,0.22219788767156382,0.9167391465073789
67,0.19,0.85,0.91,0.34,0.81,0.87,0.7975,0.1972,0.6868,0.24,0.83,0.89,0.9534476546646076,0.22219788767156382,0.9167391465073789
68,0.19,0.85,0.91,0.34,0.81,0.87,0.7975,0.1972,0.6868,0.24,0.83,0.89,0.9534476546646076,0.22219788767156382,0.9167391465073789
69,0.15,0.84,0.91,0.26,0.81,0.87,0.7918,0.1353,0.6733,0.19,0.82,0.89,0.9538140604223926,0.20286856548688842,0.916714734165684
70,0.15,0.84,0.91,0.26,0.81,0.87,0.7918,0.1353,0.6733,0.19,0.82,0.89,0.9538140604223926,0.20286856548688842,0.916714734165684
71,0.15,0.84,0.91,0.26,0.81,0.87,0.7983,0.1385,0.6782,0.19,0.83,0.89,0.954454171702874,0.21119653364527247,0.9168606783836265
72,0.16,0.85,0.91,0.27,0.81,0.87,0.7961,0.1517,0.6831,0.2,0.83,0.89,0.954301505036217,0.2153741192941093,0.9172025847115611
73,0.18,0.84,0.91,0.31,0.81,0.87,0.7968,0.1805,0.6746,0.23,0.83,0.89,0.9545058647132805,0.2042857922334147,0.9153247543566587
74,0.2,0.85,0.91,0.34,0.81,0.87,0.7961,0.2038,0.6782,0.25,0.83,0.89,0.9540884577904492,0.213258889588393,0.9161493050711821
75,0.21,0.85,0.91,0.38,0.81,0.87,0.7977,0.2255,0.6783,0.27,0.83,0.89,0.9542427480197208,0.2050243622174289,0.9160158957178322
76,0.28,0.86,0.92,0.55,0.81,0.87,0.8027,0.348,0.6998,0.37,0.84,0.89,0.9546463272376854,0.2497794406297395,0.9202121282112553
77,0.29,0.86,0.92,0.57,0.81,0.87,0.8013,0.3609,0.7019,0.38,0.84,0.89,0.954086225682399,0.2561823960661555,0.9213004273202887
78,0.29,0.86,0.92,0.57,0.81,0.87,0.8013,0.3609,0.7019,0.38,0.84,0.89,0.954086225682399,0.2561823960661555,0.9213004273202887
79,0.29,0.87,0.92,0.59,0.81,0.87,0.8027,0.3681,0.7036,0.39,0.84,0.89,0.9546001699038975,0.27823925474264977,0.9217054807332423
80,0.28,0.86,0.92,0.54,0.81,0.87,0.8013,0.3394,0.6927,0.37,0.83,0.89,0.9543161250762402,0.26657565403666467,0.9201901896448004
81,0.27,0.86,0.91,0.53,0.81,0.87,0.8018,0.3334,0.6942,0.36,0.83,0.89,0.9544874041280038,0.2623671150925144,0.9211698866646407
82,0.27,0.86,0.91,0.53,0.81,0.87,0.8018,0.3334,0.6942,0.36,0.83,0.89,0.9544874041280038,0.2623671150925144,0.9211698866646407
83,0.34,0.87,0.92,0.7,0.81,0.87,0.8006,0.4475,0.7122,0.46,0.84,0.89,0.9542661265334286,0.29721680627283614,0.9225339268622305
84,0.34,0.88,0.91,0.68,0.81,0.87,0.8025,0.4411,0.713,0.45,0.84,0.89,0.9548370403660416,0.3077176987042834,0.9243748214261929
85,0.32,0.87,0.91,0.61,0.82,0.87,0.8018,0.3984,0.7084,0.42,0.84,0.89,0.9548456610469673,0.3055817336385283,0.924825118247499
86,0.3,0.87,0.91,0.58,0.82,0.87,0.7997,0.3743,0.7076,0.4,0.84,0.89,0.9549508418308017,0.29024706676490547,0.9239678723459847
87,0.3,0.87,0.91,0.58,0.81,0.87,0.8033,0.3743,0.7041,0.4,0.84,0.89,0.954937231871319,0.30827509485569626,0.9246864148022386
88,0.32,0.87,0.91,0.61,0.82,0.87,0.8012,0.3959,0.7069,0.42,0.84,0.89,0.9551169253220736,0.3122268297432573,0.9249310639801263
89,0.32,0.87,0.91,0.61,0.82,0.87,0.8012,0.3959,0.7069,0.42,0.84,0.89,0.9551169253220736,0.3122268297432573,0.9249310639801263
90,0.31,0.87,0.91,0.59,0.82,0.87,0.8005,0.3882,0.7111,0.41,0.84,0.89,0.9552264660166971,0.3107967905869316,0.9254639812909261
91,0.35,0.88,0.92,0.67,0.82,0.88,0.8082,0.4419,0.7213,0.46,0.85,0.9,0.9556381682300696,0.3784371188899192,0.9238350691123183
92,0.35,0.88,0.92,0.67,0.82,0.88,0.8082,0.4419,0.7213,0.46,0.85,0.9,0.9556381682300696,0.3784371188899192,0.9238350691123183
93,0.36,0.88,0.91,0.7,0.82,0.88,0.8054,0.4596,0.7207,0.47,0.85,0.9,0.9554979644178233,0.3748623214742734,0.9247814672281063
94,0.34,0.87,0.92,0.64,0.82,0.88,0.8068,0.426,0.7191,0.44,0.85,0.9,0.9556275321631523,0.371641145079289,0.9252835906059769
95,0.35,0.87,0.91,0.65,0.83,0.87,0.804,0.4408,0.7246,0.46,0.85,0.89,0.955355992833858,0.40511165640887464,0.9282611616668099
96,0.35,0.87,0.91,0.65,0.83,0.87,0.804,0.4408,0.7246,0.46,0.85,0.89,0.955355992833858,0.40511165640887464,0.9282611616668099
97,0.34,0.87,0.91,0.66,0.82,0.87,0.8025,0.4363,0.7162,0.45,0.85,0.89,0.9553088065116787,0.3840936047477745,0.9280067039403244
98,0.35,0.87,0.91,0.65,0.83,0.88,0.804,0.4398,0.7196,0.46,0.85,0.89,0.9569602189435948,0.39457190138537646,0.9284296348309303
99,0.35,0.87,0.91,0.65,0.83,0.88,0.804,0.4398,0.7196,0.46,0.85,0.89,0.9569602189435948,0.39457190138537646,0.9284296348309303
100,0.36,0.88,0.91,0.7,0.82,0.88,0.8046,0.4615,0.7214,0.47,0.85,0.89,0.9571175390933432,0.4370499187116698,0.9295321312271801
101,0.37,0.88,0.91,0.72,0.82,0.88,0.8053,0.482,0.7307,0.49,0.85,0.9,0.9571117895691916,0.44083236707008233,0.9294464052608824
102,0.35,0.89,0.91,0.69,0.82,0.88,0.8046,0.4564,0.7329,0.47,0.85,0.89,0.9572026583929654,0.4253202423200195,0.9299512037410247
103,0.37,0.88,0.91,0.7,0.83,0.88,0.8061,0.4715,0.732,0.48,0.85,0.9,0.957174865412536,0.4388448772622939,0.9288950959064849
104,0.37,0.88,0.91,0.7,0.83,0.88,0.8053,0.4755,0.7326,0.49,0.85,0.9,0.957090434809668,0.4494493046811653,0.9293042274033211
105,0.39,0.89,0.91,0.71,0.83,0.88,0.8046,0.4891,0.7403,0.5,0.86,0.89,0.957601967530754,0.5078136755737656,0.9300337897075855
106,0.38,0.89,0.91,0.72,0.83,0.88,0.806,0.4901,0.7398,0.5,0.86,0.9,0.9571075565394459,0.4887671149078593,0.9295147086192082
107,0.38,0.88,0.91,0.72,0.83,0.88,0.8047,0.4829,0.734,0.49,0.86,0.89,0.9573494519411452,0.5103173163949405,0.9295243240375689
108,0.38,0.89,0.91,0.71,0.83,0.88,0.8054,0.4818,0.739,0.49,0.86,0.9,0.9573651209923959,0.4811726485148318,0.9291894041940659
109,0.38,0.89,0.92,0.72,0.83,0.88,0.8075,0.4901,0.7383,0.5,0.86,0.9,0.9573812873315897,0.503746299009225,0.9295812353895533
110,0.39,0.89,0.91,0.7,0.84,0.88,0.8031,0.4828,0.7432,0.5,0.86,0.89,0.9573022441979694,0.5021629986002082,0.9293805828832129
111,0.39,0.89,0.91,0.7,0.84,0.88,0.806,0.4881,0.7431,0.5,0.86,0.9,0.9571516802434685,0.5311090642608132,0.9304674857081655
112,0.38,0.89,0.91,0.71,0.83,0.88,0.8017,0.4869,0.7418,0.5,0.86,0.89,0.9573855313048845,0.5474284912161939,0.9304237050687162
113,0.4,0.89,0.91,0.7,0.84,0.88,0.8031,0.4904,0.7452,0.5,0.86,0.89,0.9571633695616492,0.5538865019411988,0.9302046553420923
114,0.41,0.89,0.91,0.7,0.84,0.88,0.8031,0.5014,0.7501,0.52,0.86,0.89,0.9575367273033879,0.567592655764394,0.9307191948171174
115,0.41,0.89,0.91,0.7,0.84,0.88,0.8031,0.5014,0.7501,0.52,0.86,0.89,0.9575367273033879,0.567592655764394,0.9307191948171174
116,0.4,0.88,0.91,0.69,0.84,0.88,0.8046,0.4917,0.7451,0.51,0.86,0.9,0.9575325189590445,0.5437161786065896,0.9300657097914033
117,0.41,0.88,0.91,0.69,0.85,0.88,0.8024,0.501,0.75,0.52,0.87,0.89,0.9571683464326518,0.5470225931936256,0.9292817827209839
118,0.42,0.89,0.91,0.7,0.85,0.88,0.8017,0.512,0.7535,0.53,0.87,0.89,0.9572999650677697,0.5856072697858149,0.9302280107846252
119,0.42,0.89,0.91,0.7,0.85,0.88,0.8024,0.5101,0.7535,0.53,0.87,0.89,0.9571926274497558,0.5708305793256176,0.9299848698022869
120,0.41,0.89,0.91,0.7,0.85,0.88,0.8017,0.5029,0.75,0.52,0.87,0.89,0.9574881360060857,0.5443245769522687,0.9298691242949549
121,0.42,0.88,0.91,0.69,0.85,0.88,0.7995,0.5046,0.7492,0.52,0.87,0.89,0.9572886524968602,0.5715999409009548,0.9304623197480603
122,0.41,0.88,0.91,0.7,0.85,0.88,0.801,0.5041,0.7457,0.52,0.86,0.89,0.9572368784777533,0.560485167127977,0.9306310848756062
123,0.41,0.88,0.91,0.7,0.85,0.88,0.801,0.5041,0.7457,0.52,0.86,0.89,0.9572368784777533,0.560485167127977,0.9306310848756062
124,0.43,0.88,0.91,0.69,0.85,0.88,0.8024,0.5132,0.7513,0.53,0.87,0.89,0.957221894923555,0.5757645925692808,0.9312706152222142
125,0.45,0.88,0.91,0.7,0.86,0.88,0.8017,0.5308,0.7569,0.55,0.87,0.89,0.9570559566118025,0.5987275278366521,0.9303282120128119
126,0.45,0.88,0.91,0.68,0.86,0.88,0.7981,0.523,0.7512,0.54,0.87,0.89,0.9570211925486908,0.6001687290593227,0.931210437567008
127,0.43,0.88,0.91,0.7,0.85,0.88,0.8024,0.5175,0.7492,0.53,0.87,0.89,0.9570007123159805,0.5704529746248047,0.9302093091085664
128,0.43,0.88,0.91,0.68,0.85,0.88,0.8045,0.5076,0.7449,0.53,0.86,0.9,0.9568644673492624,0.5386467420939688,0.9296496916811512
129,0.42,0.88,0.91,0.68,0.84,0.88,0.8002,0.4971,0.7407,0.52,0.86,0.89,0.9571928622981685,0.5452313448358667,0.9305828900516973
130,0.42,0.88,0.91,0.68,0.85,0.88,0.8038,0.502,0.7442,0.52,0.86,0.89,0.9569595289584742,0.5516574306369609,0.9305846249667512
131,0.42,0.88,0.91,0.66,0.85,0.88,0.8073,0.492,0.7499,0.51,0.87,0.9,0.9572014621289177,0.5332314527572228,0.9303254250135986
132,0.41,0.87,0.91,0.64,0.85,0.88,0.8031,0.4825,0.7399,0.5,0.86,0.89,0.9569011534216542,0.5269545938560595,0.9293775078577133
133,0.41,0.88,0.91,0.65,0.85,0.88,0.808,0.4808,0.7463,0.5,0.86,0.9,0.9567785357247953,0.5230879862544817,0.9301312802176489
134,0.42,0.88,0.91,0.66,0.85,0.88,0.803,0.4913,0.7499,0.51,0.87,0.89,0.9568106168215749,0.5253760085756854,0.9299442690927489
135,0.41,0.88,0.91,0.65,0.85,0.88,0.8052,0.4833,0.7435,0.5,0.86,0.9,0.9570758418696725,0.5237438078177495,0.9304497046723373
136,0.41,0.88,0.91,0.65,0.85,0.88,0.8052,0.4833,0.7435,0.5,0.86,0.9,0.9570758418696725,0.5237438078177495,0.9304497046723373
137,0.41,0.88,0.91,0.66,0.84,0.88,0.8016,0.4877,0.7407,0.51,0.86,0.89,0.9568683236698623,0.5248309161210927,0.9296368817679717
138,0.42,0.88,0.91,0.64,0.85,0.88,0.803,0.4862,0.7449,0.51,0.86,0.89,0.9570043190167272,0.5289654314809068,0.9295475986373831
139,0.42,0.88,0.91,0.64,0.85,0.88,0.803,0.4862,0.7449,0.51,0.86,0.89,0.9570043190167272,0.5289654314809068,0.9295475986373831
140,0.39,0.88,0.91,0.62,0.84,0.88,0.8009,0.455,0.7357,0.48,0.86,0.89,0.956147789415544,0.454573635799352,0.9283612263685359
141,0.39,0.88,0.91,0.63,0.84,0.88,0.8017,0.4617,0.7371,0.48,0.86,0.89,0.9562438066951109,0.45357975043539,0.9291363264035537
142,0.39,0.87,0.91,0.62,0.84,0.88,0.8017,0.4573,0.7364,0.48,0.86,0.89,0.9561343375887775,0.4595993633617898,0.9283583968243981
143,0.42,0.88,0.91,0.65,0.85,0.88,0.8024,0.4869,0.7456,0.51,0.86,0.89,0.9567791491443276,0.4838701065627124,0.929282983053408
144,0.42,0.88,0.91,0.66,0.85,0.88,0.8046,0.4951,0.7491,0.52,0.87,0.9,0.9564797395667931,0.4942231500270484,0.9292290360772606
145,0.42,0.88,0.91,0.66,0.85,0.88,0.8046,0.4951,0.7491,0.52,0.87,0.9,0.9564797395667931,0.4942231500270484,0.9292290360772606
146,0.42,0.88,0.91,0.65,0.85,0.88,0.8073,0.4906,0.7456,0.51,0.86,0.9,0.9561091478068975,0.4921255579127595,0.9299432232667671
147,0.42,0.88,0.91,0.63,0.85,0.88,0.8052,0.4798,0.7455,0.5,0.86,0.9,0.9563300085471033,0.47161531455639827,0.9299646802430306
148,0.41,0.88,0.91,0.62,0.85,0.88,0.8052,0.4683,0.7441,0.49,0.86,0.9,0.9562247122722134,0.45957065160823524,0.9285557467624084
149,0.41,0.88,0.91,0.62,0.85,0.88,0.8073,0.4728,0.7456,0.5,0.86,0.9,0.955855639816537,0.47253637685240363,0.9285305241637005
150,0.41,0.87,0.91,0.62,0.85,0.88,0.8016,0.4683,0.7392,0.49,0.86,0.89,0.955728734220056,0.45022264072096163,0.9287812165545475
151,0.43,0.87,0.91,0.63,0.86,0.88,0.8031,0.4862,0.7455,0.51,0.86,0.89,0.9556881000900433,0.476969673498745,0.927855991420238
152,0.43,0.87,0.91,0.62,0.86,0.88,0.8059,0.4811,0.7462,0.51,0.87,0.9,0.9559727245772401,0.4658934015077303,0.92868775325058
153,0.43,0.88,0.91,0.63,0.86,0.88,0.8074,0.4888,0.7512,0.51,0.87,0.9,0.9559463077357513,0.4822750241026003,0.9286133834948602
154,0.43,0.87,0.91,0.63,0.86,0.88,0.8081,0.4888,0.7477,0.51,0.87,0.9,0.9561160325838889,0.47444100903919123,0.9282881025398994
155,0.43,0.87,0.91,0.64,0.85,0.88,0.8045,0.4907,0.7434,0.51,0.86,0.9,0.9559912220351872,0.4671567005438422,0.9287617706624448
156,0.41,0.87,0.91,0.62,0.86,0.88,0.8017,0.4721,0.747,0.5,0.87,0.89,0.9561369691742373,0.4633716735158496,0.929068666409195
157,0.43,0.87,0.91,0.64,0.85,0.88,0.8038,0.4913,0.7427,0.51,0.86,0.89,0.9561002868976639,0.4793112552716398,0.9283588951531525
158,0.44,0.87,0.91,0.64,0.86,0.88,0.8045,0.4973,0.7455,0.52,0.86,0.9,0.9559173787992261,0.4820617212202779,0.9288944858438921
159,0.43,0.87,0.91,0.63,0.85,0.88,0.8059,0.4888,0.7441,0.51,0.86,0.9,0.9562394539202284,0.44718795611827106,0.9284955285443408
160,0.43,0.87,0.91,0.63,0.85,0.88,0.8023,0.4875,0.7413,0.51,0.86,0.89,0.9558424567714959,0.45550752519428284,0.9277898316924319
161,0.42,0.87,0.91,0.62,0.85,0.88,0.8023,0.4804,0.742,0.5,0.86,0.89,0.9556318548018221,0.46811473508017193,0.9284990474120076
162,0.44,0.88,0.91,0.65,0.85,0.88,0.8052,0.5023,0.7455,0.52,0.86,0.9,0.955934166840697,0.4840189479497177,0.9281287290569974
163,0.44,0.87,0.91,0.66,0.85,0.88,0.8039,0.5098,0.7434,0.53,0.86,0.89,0.9561697446831237,0.5276893674968967,0.9298226594265401
164,0.44,0.87,0.91,0.66,0.85,0.88,0.8009,0.5054,0.7384,0.53,0.86,0.89,0.9557041589342121,0.5032820837940106,0.9293945542266119
165,0.44,0.88,0.91,0.66,0.85,0.88,0.8009,0.508,0.7455,0.53,0.86,0.89,0.9560136745877277,0.500856336393772,0.9296541223332804
