Model,micro_recall,macro_recall,confusion_matrix
249,0.8877,0.7109,"[[1231, 0, 108], [5, 44, 103], [91, 11, 1238]]"
250,0.8856,0.7075,"[[1229, 2, 108], [5, 43, 104], [92, 13, 1235]]"
251,0.8898,0.7260,"[[1233, 2, 104], [5, 51, 96], [93, 12, 1235]]"
252,0.8873,0.7107,"[[1231, 1, 107], [5, 44, 103], [91, 12, 1237]]"
253,0.8866,0.7063,"[[1232, 1, 106], [5, 42, 105], [94, 10, 1236]]"
254,0.8898,0.7182,"[[1230, 2, 107], [5, 47, 100], [88, 10, 1242]]"
255,0.8898,0.7279,"[[1229, 1, 109], [5, 52, 95], [93, 9, 1238]]"
256,0.8884,0.7056,"[[1235, 1, 103], [5, 41, 106], [90, 11, 1239]]"
257,0.8863,0.7060,"[[1227, 1, 111], [5, 42, 105], [89, 11, 1240]]"
258,0.8923,0.7297,"[[1235, 1, 103], [5, 52, 95], [88, 13, 1239]]"
259,0.8884,0.7114,"[[1230, 1, 108], [5, 44, 103], [87, 12, 1241]]"
260,0.8877,0.6992,"[[1232, 1, 106], [5, 38, 109], [86, 11, 1243]]"
261,0.8880,0.7111,"[[1229, 1, 109], [5, 44, 103], [87, 12, 1241]]"
262,0.8873,0.7068,"[[1230, 1, 108], [5, 42, 105], [89, 11, 1240]]"
263,0.8873,0.7009,"[[1233, 1, 105], [5, 39, 108], [88, 12, 1240]]"
264,0.8891,0.7119,"[[1233, 1, 105], [5, 44, 103], [87, 13, 1240]]"
265,0.8877,0.7109,"[[1234, 2, 103], [5, 44, 103], [94, 11, 1235]]"
266,0.8856,0.6939,"[[1234, 2, 103], [5, 36, 111], [91, 12, 1237]]"
267,0.8926,0.7358,"[[1234, 1, 104], [5, 55, 92], [90, 12, 1238]]"
268,0.8887,0.7155,"[[1233, 2, 104], [5, 46, 101], [91, 12, 1237]]"
269,0.8909,0.7093,"[[1235, 1, 103], [5, 42, 105], [84, 11, 1245]]"
270,0.8870,0.7026,"[[1231, 2, 106], [5, 40, 107], [87, 13, 1240]]"
271,0.8919,0.7275,"[[1232, 1, 106], [5, 51, 96], [87, 11, 1242]]"
272,0.8891,0.7177,"[[1231, 2, 106], [5, 47, 100], [89, 12, 1239]]"
273,0.8880,0.6995,"[[1236, 2, 101], [5, 38, 109], [89, 11, 1240]]"
274,0.8905,0.7090,"[[1235, 1, 103], [5, 42, 105], [85, 11, 1244]]"
275,0.8884,0.7211,"[[1231, 1, 107], [5, 49, 98], [92, 13, 1235]]"
276,0.8923,0.7297,"[[1235, 2, 102], [5, 52, 95], [88, 13, 1239]]"
277,0.8909,0.7190,"[[1235, 1, 103], [5, 47, 100], [89, 11, 1240]]"
278,0.8894,0.7083,"[[1234, 2, 103], [5, 42, 105], [88, 10, 1242]]"
279,0.8926,0.7260,"[[1236, 1, 102], [5, 50, 97], [86, 13, 1241]]"
280,0.8894,0.7044,"[[1236, 2, 101], [5, 40, 107], [87, 11, 1242]]"
281,0.8930,0.7282,"[[1237, 1, 101], [5, 51, 96], [89, 11, 1240]]"
282,0.8866,0.7043,"[[1234, 2, 103], [5, 41, 106], [91, 14, 1235]]"
283,0.8912,0.7231,"[[1235, 3, 101], [5, 49, 98], [89, 12, 1239]]"
284,0.8909,0.7170,"[[1233, 2, 104], [5, 46, 101], [86, 11, 1243]]"
285,0.8937,0.7365,"[[1237, 1, 101], [5, 55, 92], [91, 11, 1238]]"
286,0.8916,0.7234,"[[1234, 1, 104], [5, 49, 98], [87, 12, 1241]]"
287,0.8905,0.7148,"[[1233, 2, 104], [5, 45, 102], [86, 11, 1243]]"
288,0.8884,0.7095,"[[1235, 0, 104], [5, 43, 104], [90, 13, 1237]]"
289,0.8919,0.7314,"[[1236, 1, 102], [5, 53, 94], [91, 13, 1236]]"
290,0.8898,0.7221,"[[1232, 1, 106], [5, 49, 98], [89, 13, 1238]]"
291,0.8933,0.7343,"[[1237, 1, 101], [5, 54, 93], [91, 11, 1238]]"
292,0.8930,0.7282,"[[1237, 2, 100], [5, 51, 96], [86, 14, 1240]]"
293,0.8901,0.7224,"[[1235, 1, 103], [5, 49, 98], [92, 12, 1236]]"
294,0.8912,0.7309,"[[1232, 1, 106], [5, 53, 94], [90, 12, 1238]]"
295,0.8891,0.7158,"[[1234, 1, 104], [5, 46, 101], [91, 12, 1237]]"
296,0.8877,0.7070,"[[1234, 1, 104], [5, 42, 105], [91, 12, 1237]]"
297,0.8909,0.7229,"[[1233, 1, 105], [5, 49, 98], [86, 14, 1240]]"
298,0.8923,0.7219,"[[1234, 1, 104], [5, 48, 99], [86, 10, 1244]]"
299,0.8933,0.7363,"[[1236, 2, 101], [5, 55, 92], [90, 12, 1238]]"
300,0.8930,0.7360,"[[1233, 1, 105], [5, 55, 92], [88, 12, 1240]]"
301,0.8940,0.7387,"[[1234, 2, 103], [5, 56, 91], [88, 11, 1241]]"
302,0.8933,0.7363,"[[1236, 2, 101], [5, 55, 92], [90, 12, 1238]]"
303,0.8933,0.7402,"[[1235, 1, 103], [5, 57, 90], [90, 13, 1237]]"
304,0.8905,0.7207,"[[1236, 2, 101], [5, 48, 99], [90, 13, 1237]]"
305,0.8937,0.7365,"[[1236, 1, 102], [5, 55, 92], [90, 11, 1239]]"
306,0.8947,0.7450,"[[1236, 2, 101], [5, 59, 88], [88, 14, 1238]]"
307,0.8894,0.7238,"[[1234, 1, 104], [5, 50, 97], [91, 15, 1234]]"
308,0.8901,0.7263,"[[1234, 1, 104], [5, 51, 96], [93, 12, 1235]]"
309,0.8894,0.7199,"[[1233, 1, 105], [5, 48, 99], [88, 15, 1237]]"
310,0.8901,0.7204,"[[1231, 1, 107], [5, 48, 99], [88, 11, 1241]]"
311,0.8898,0.7202,"[[1234, 2, 103], [5, 48, 99], [90, 13, 1237]]"
312,0.8912,0.7231,"[[1234, 3, 102], [5, 49, 98], [88, 12, 1240]]"
313,0.8887,0.7097,"[[1235, 1, 103], [5, 43, 104], [91, 11, 1238]]"
314,0.8926,0.7299,"[[1236, 1, 102], [5, 52, 95], [87, 14, 1239]]"
315,0.8923,0.7375,"[[1233, 1, 105], [5, 56, 91], [88, 15, 1237]]"
316,0.8916,0.7292,"[[1232, 1, 106], [5, 52, 95], [87, 13, 1240]]"
317,0.8894,0.7219,"[[1231, 1, 107], [5, 49, 98], [90, 12, 1238]]"
318,0.8916,0.7311,"[[1231, 1, 107], [5, 53, 94], [87, 13, 1240]]"
319,0.8916,0.7350,"[[1232, 2, 105], [5, 55, 92], [90, 13, 1237]]"
320,0.8901,0.7301,"[[1231, 3, 105], [5, 53, 94], [88, 16, 1236]]"
321,0.8912,0.7367,"[[1233, 1, 105], [5, 56, 91], [89, 17, 1234]]"
322,0.8909,0.7384,"[[1231, 1, 107], [5, 57, 90], [90, 16, 1234]]"
323,0.8909,0.7345,"[[1232, 1, 106], [5, 55, 92], [89, 16, 1235]]"
324,0.8898,0.7318,"[[1232, 1, 106], [5, 54, 93], [91, 16, 1233]]"
325,0.8909,0.7345,"[[1234, 1, 104], [5, 55, 92], [91, 16, 1233]]"
326,0.8884,0.7269,"[[1228, 2, 109], [5, 52, 95], [90, 15, 1235]]"
327,0.8909,0.7404,"[[1230, 1, 108], [5, 58, 89], [89, 17, 1234]]"
328,0.8919,0.7392,"[[1234, 2, 103], [6, 57, 89], [92, 14, 1234]]"
329,0.8912,0.7445,"[[1231, 1, 107], [5, 60, 87], [92, 16, 1232]]"
330,0.8880,0.7248,"[[1229, 2, 108], [5, 51, 96], [89, 17, 1234]]"
331,0.8884,0.7270,"[[1232, 2, 105], [5, 52, 95], [90, 19, 1231]]"
332,0.8909,0.7345,"[[1233, 1, 105], [5, 55, 92], [91, 15, 1234]]"
333,0.8859,0.7174,"[[1229, 1, 109], [5, 48, 99], [93, 16, 1231]]"
334,0.8905,0.7323,"[[1232, 1, 106], [5, 54, 93], [91, 14, 1235]]"
335,0.8880,0.7248,"[[1232, 1, 106], [5, 51, 96], [94, 15, 1231]]"
336,0.8884,0.7289,"[[1231, 1, 107], [5, 53, 94], [92, 17, 1231]]"
337,0.8873,0.7184,"[[1234, 2, 103], [5, 48, 99], [93, 17, 1230]]"
338,0.8916,0.7409,"[[1232, 1, 106], [5, 58, 89], [91, 15, 1234]]"
339,0.8870,0.7279,"[[1228, 2, 109], [5, 53, 94], [92, 18, 1230]]"
340,0.8919,0.7430,"[[1230, 1, 108], [5, 59, 88], [90, 14, 1236]]"
341,0.8905,0.7284,"[[1233, 1, 105], [5, 52, 95], [91, 13, 1236]]"
342,0.8877,0.7167,"[[1234, 2, 103], [5, 47, 100], [93, 15, 1232]]"
343,0.8933,0.7382,"[[1235, 2, 102], [5, 56, 91], [89, 13, 1238]]"
344,0.8916,0.7311,"[[1234, 2, 103], [5, 53, 94], [89, 14, 1237]]"
345,0.8919,0.7333,"[[1235, 1, 103], [5, 54, 93], [90, 14, 1236]]"
346,0.8898,0.7260,"[[1233, 1, 105], [5, 51, 96], [92, 13, 1235]]"
347,0.8919,0.7294,"[[1237, 1, 101], [5, 52, 95], [90, 14, 1236]]"
348,0.8912,0.7387,"[[1232, 2, 105], [5, 57, 90], [93, 13, 1234]]"
349,0.8901,0.7204,"[[1236, 3, 100], [5, 48, 99], [89, 15, 1236]]"
350,0.8926,0.7299,"[[1235, 1, 103], [5, 52, 95], [87, 13, 1240]]"
351,0.8884,0.7289,"[[1229, 1, 109], [6, 53, 93], [92, 15, 1233]]"
352,0.8905,0.7362,"[[1229, 2, 108], [5, 56, 91], [91, 13, 1236]]"
353,0.8926,0.7338,"[[1235, 1, 103], [5, 54, 93], [88, 14, 1238]]"
354,0.8909,0.7404,"[[1228, 2, 109], [5, 58, 89], [91, 13, 1236]]"
355,0.8880,0.7248,"[[1228, 2, 109], [5, 51, 96], [91, 14, 1235]]"
356,0.8894,0.7316,"[[1230, 1, 108], [5, 54, 93], [91, 15, 1234]]"
357,0.8909,0.7306,"[[1233, 1, 105], [5, 53, 94], [90, 14, 1236]]"
358,0.8894,0.7335,"[[1230, 2, 107], [5, 55, 92], [91, 16, 1233]]"
359,0.8919,0.7372,"[[1232, 1, 106], [5, 56, 91], [90, 13, 1237]]"
360,0.8898,0.7377,"[[1228, 1, 110], [6, 57, 89], [91, 15, 1234]]"
361,0.8909,0.7365,"[[1231, 1, 107], [5, 56, 91], [91, 14, 1235]]"
362,0.8919,0.7333,"[[1232, 2, 105], [5, 54, 93], [88, 13, 1239]]"
363,0.8923,0.7355,"[[1233, 2, 104], [5, 55, 92], [89, 13, 1238]]"
364,0.8887,0.7291,"[[1230, 3, 106], [5, 53, 94], [92, 15, 1233]]"
365,0.8894,0.7316,"[[1233, 3, 103], [5, 54, 93], [93, 16, 1231]]"
366,0.8926,0.7435,"[[1233, 2, 104], [5, 59, 88], [92, 13, 1235]]"
367,0.8930,0.7438,"[[1233, 2, 104], [5, 59, 88], [88, 16, 1236]]"
368,0.8901,0.7360,"[[1232, 2, 105], [5, 56, 91], [92, 16, 1232]]"
369,0.8905,0.7343,"[[1229, 3, 107], [5, 55, 92], [90, 13, 1237]]"
370,0.8919,0.7411,"[[1230, 2, 107], [6, 58, 88], [89, 14, 1237]]"
371,0.8930,0.7399,"[[1234, 2, 103], [5, 57, 90], [89, 14, 1237]]"
372,0.8898,0.7338,"[[1233, 2, 104], [5, 55, 92], [94, 15, 1231]]"
373,0.8926,0.7338,"[[1235, 1, 103], [6, 54, 92], [88, 14, 1238]]"
374,0.8930,0.7457,"[[1233, 3, 103], [5, 60, 87], [91, 14, 1235]]"
375,0.8909,0.7384,"[[1228, 3, 108], [6, 57, 89], [89, 14, 1237]]"
376,0.8894,0.7316,"[[1227, 3, 109], [5, 54, 93], [89, 14, 1237]]"
377,0.8919,0.7411,"[[1230, 1, 108], [5, 58, 89], [88, 15, 1237]]"
378,0.8909,0.7365,"[[1232, 3, 104], [5, 56, 91], [92, 14, 1234]]"
379,0.8898,0.7377,"[[1233, 2, 104], [5, 57, 90], [94, 17, 1229]]"
380,0.8905,0.7362,"[[1230, 2, 107], [5, 56, 91], [90, 15, 1235]]"
381,0.8923,0.7355,"[[1233, 1, 105], [5, 55, 92], [89, 13, 1238]]"
382,0.8894,0.7355,"[[1229, 2, 108], [5, 56, 91], [93, 14, 1233]]"
383,0.8898,0.7260,"[[1236, 1, 102], [6, 51, 95], [94, 14, 1232]]"
384,0.8912,0.7387,"[[1234, 2, 103], [5, 57, 90], [93, 15, 1232]]"
385,0.8919,0.7353,"[[1233, 2, 104], [5, 55, 92], [89, 14, 1237]]"
386,0.8894,0.7335,"[[1231, 2, 106], [5, 55, 92], [93, 15, 1232]]"
387,0.8937,0.7423,"[[1231, 2, 106], [5, 58, 89], [86, 13, 1241]]"
388,0.8901,0.7340,"[[1229, 2, 108], [5, 55, 92], [91, 13, 1236]]"
389,0.8912,0.7426,"[[1234, 1, 104], [5, 59, 88], [97, 13, 1230]]"
390,0.8916,0.7486,"[[1232, 2, 105], [5, 62, 85], [94, 16, 1230]]"
391,0.8926,0.7416,"[[1236, 1, 102], [5, 58, 89], [93, 14, 1233]]"
392,0.8937,0.7443,"[[1237, 1, 101], [5, 59, 88], [91, 15, 1234]]"
393,0.8954,0.7553,"[[1233, 1, 105], [6, 64, 82], [89, 13, 1238]]"
394,0.8937,0.7482,"[[1234, 1, 104], [6, 61, 85], [92, 13, 1235]]"
395,0.8933,0.7421,"[[1235, 2, 102], [5, 58, 89], [91, 13, 1236]]"
396,0.8940,0.7543,"[[1233, 1, 105], [6, 64, 82], [93, 13, 1234]]"
397,0.8937,0.7482,"[[1234, 2, 103], [6, 61, 85], [91, 14, 1235]]"
398,0.8944,0.7467,"[[1234, 1, 104], [6, 60, 86], [89, 13, 1238]]"
399,0.8944,0.7526,"[[1234, 1, 104], [5, 63, 84], [93, 12, 1235]]"
400,0.8947,0.7548,"[[1232, 1, 106], [5, 64, 83], [89, 14, 1237]]"
401,0.8940,0.7601,"[[1231, 1, 107], [5, 67, 80], [91, 16, 1233]]"
402,0.8944,0.7584,"[[1232, 1, 106], [6, 66, 80], [93, 13, 1234]]"
403,0.8919,0.7450,"[[1232, 1, 106], [5, 60, 87], [92, 15, 1233]]"
404,0.8944,0.7506,"[[1233, 1, 105], [5, 62, 85], [90, 13, 1237]]"
405,0.8937,0.7482,"[[1234, 1, 104], [5, 61, 86], [91, 14, 1235]]"
406,0.8940,0.7562,"[[1234, 2, 103], [6, 65, 81], [93, 15, 1232]]"
407,0.8954,0.7494,"[[1234, 1, 104], [6, 61, 85], [87, 13, 1240]]"
408,0.8951,0.7589,"[[1233, 1, 105], [5, 66, 81], [91, 14, 1235]]"
409,0.8926,0.7397,"[[1236, 2, 101], [5, 57, 90], [92, 14, 1234]]"
410,0.8954,0.7572,"[[1234, 2, 103], [6, 65, 81], [91, 13, 1236]]"
411,0.8944,0.7487,"[[1234, 2, 103], [6, 61, 85], [90, 13, 1237]]"
412,0.8930,0.7496,"[[1231, 3, 105], [5, 62, 85], [90, 15, 1235]]"
413,0.8944,0.7526,"[[1236, 2, 101], [5, 63, 84], [91, 16, 1233]]"
414,0.8933,0.7518,"[[1233, 2, 104], [5, 63, 84], [93, 14, 1233]]"
415,0.8947,0.7528,"[[1232, 2, 105], [6, 63, 83], [89, 13, 1238]]"
416,0.8947,0.7528,"[[1233, 2, 104], [6, 63, 83], [89, 14, 1237]]"
417,0.8923,0.7472,"[[1233, 2, 104], [5, 61, 86], [92, 16, 1232]]"
418,0.8912,0.7406,"[[1234, 2, 103], [6, 58, 88], [94, 15, 1231]]"
419,0.8916,0.7447,"[[1232, 1, 106], [5, 60, 87], [94, 14, 1232]]"
420,0.8940,0.7543,"[[1232, 3, 104], [6, 64, 82], [91, 14, 1235]]"
421,0.8940,0.7543,"[[1233, 1, 105], [6, 64, 82], [93, 13, 1234]]"
422,0.8937,0.7521,"[[1234, 3, 102], [6, 63, 83], [91, 16, 1233]]"
423,0.8940,0.7523,"[[1235, 2, 102], [5, 63, 84], [92, 15, 1233]]"
424,0.8923,0.7452,"[[1232, 2, 105], [6, 60, 86], [92, 14, 1234]]"
425,0.8905,0.7440,"[[1229, 1, 109], [6, 60, 86], [94, 14, 1232]]"
426,0.8947,0.7528,"[[1231, 1, 107], [6, 63, 83], [88, 13, 1239]]"
427,0.8933,0.7538,"[[1233, 1, 105], [6, 64, 82], [91, 17, 1232]]"
428,0.8940,0.7465,"[[1236, 2, 101], [5, 60, 87], [91, 14, 1235]]"
429,0.8937,0.7501,"[[1235, 3, 101], [6, 62, 84], [94, 13, 1233]]"
430,0.8944,0.7545,"[[1235, 1, 103], [6, 64, 82], [92, 15, 1233]]"
431,0.8919,0.7489,"[[1233, 1, 105], [6, 62, 84], [96, 14, 1230]]"
432,0.8926,0.7358,"[[1232, 2, 105], [6, 55, 91], [87, 13, 1240]]"
433,0.8923,0.7472,"[[1233, 2, 104], [5, 61, 86], [93, 15, 1232]]"
434,0.8940,0.7523,"[[1232, 3, 104], [6, 63, 83], [90, 14, 1236]]"
435,0.8940,0.7484,"[[1234, 2, 103], [5, 61, 86], [90, 14, 1236]]"
436,0.8930,0.7438,"[[1234, 1, 104], [5, 59, 88], [91, 14, 1235]]"
437,0.8940,0.7465,"[[1233, 1, 105], [5, 60, 87], [88, 14, 1238]]"
438,0.8926,0.7455,"[[1230, 1, 108], [6, 60, 86], [90, 13, 1237]]"
439,0.8940,0.7445,"[[1235, 1, 103], [5, 59, 88], [89, 14, 1237]]"
440,0.8944,0.7545,"[[1234, 2, 103], [6, 64, 82], [92, 14, 1234]]"
441,0.8951,0.7570,"[[1235, 2, 102], [6, 65, 81], [92, 14, 1234]]"
442,0.8951,0.7589,"[[1232, 1, 106], [6, 66, 80], [91, 13, 1236]]"
443,0.8961,0.7577,"[[1236, 1, 102], [6, 65, 81], [91, 13, 1236]]"
444,0.8954,0.7533,"[[1236, 1, 102], [6, 63, 83], [89, 15, 1236]]"
445,0.8961,0.7577,"[[1234, 1, 104], [6, 65, 81], [88, 14, 1238]]"
446,0.8958,0.7613,"[[1232, 2, 105], [5, 67, 80], [89, 14, 1237]]"
447,0.8933,0.7499,"[[1233, 2, 104], [5, 62, 85], [91, 15, 1234]]"
448,0.8947,0.7489,"[[1235, 3, 101], [5, 61, 86], [89, 14, 1237]]"
449,0.8937,0.7521,"[[1233, 2, 104], [6, 63, 83], [92, 14, 1234]]"
450,0.8947,0.7528,"[[1232, 2, 105], [6, 63, 83], [89, 13, 1238]]"
451,0.8965,0.7599,"[[1231, 2, 106], [6, 66, 80], [85, 14, 1241]]"
452,0.8965,0.7599,"[[1232, 2, 105], [5, 66, 81], [85, 15, 1240]]"
453,0.8937,0.7501,"[[1234, 2, 103], [5, 62, 85], [93, 13, 1234]]"
454,0.8937,0.7482,"[[1232, 2, 105], [6, 61, 85], [89, 14, 1237]]"
455,0.8954,0.7514,"[[1235, 1, 103], [6, 62, 84], [88, 14, 1238]]"
456,0.8933,0.7460,"[[1234, 1, 104], [6, 60, 86], [92, 13, 1235]]"
457,0.8916,0.7486,"[[1232, 2, 105], [6, 62, 84], [94, 16, 1230]]"
458,0.8926,0.7435,"[[1234, 1, 104], [5, 59, 88], [91, 15, 1234]]"
459,0.8933,0.7479,"[[1231, 1, 107], [5, 61, 86], [89, 14, 1237]]"
460,0.8947,0.7528,"[[1234, 2, 103], [6, 63, 83], [89, 15, 1236]]"
461,0.8916,0.7525,"[[1232, 1, 106], [6, 64, 82], [96, 16, 1228]]"
462,0.8951,0.7550,"[[1236, 1, 102], [6, 64, 82], [90, 16, 1234]]"
463,0.8951,0.7511,"[[1235, 1, 103], [6, 62, 84], [88, 15, 1237]]"
464,0.8944,0.7526,"[[1233, 1, 105], [5, 63, 84], [89, 15, 1236]]"
465,0.8930,0.7418,"[[1232, 3, 104], [6, 58, 88], [87, 15, 1238]]"
466,0.8912,0.7406,"[[1232, 2, 105], [5, 58, 89], [93, 14, 1233]]"
467,0.8947,0.7528,"[[1234, 1, 104], [6, 63, 83], [88, 16, 1236]]"
468,0.8926,0.7435,"[[1233, 1, 105], [5, 59, 88], [90, 15, 1235]]"
469,0.8923,0.7414,"[[1234, 1, 104], [6, 58, 88], [91, 15, 1234]]"
470,0.8944,0.7565,"[[1231, 2, 106], [6, 65, 81], [89, 15, 1236]]"
471,0.8926,0.7494,"[[1233, 1, 105], [6, 62, 84], [94, 14, 1232]]"
472,0.8926,0.7513,"[[1231, 1, 107], [6, 63, 83], [91, 16, 1233]]"
473,0.8944,0.7565,"[[1231, 1, 107], [6, 65, 81], [89, 15, 1236]]"
474,0.8944,0.7506,"[[1232, 1, 106], [6, 62, 84], [89, 13, 1238]]"
475,0.8901,0.7340,"[[1231, 1, 107], [6, 55, 91], [91, 15, 1234]]"
476,0.8944,0.7467,"[[1234, 2, 103], [6, 60, 86], [87, 15, 1238]]"
477,0.8944,0.7545,"[[1235, 2, 102], [6, 64, 82], [92, 15, 1233]]"
478,0.8933,0.7479,"[[1233, 1, 105], [6, 61, 85], [92, 13, 1235]]"
479,0.8926,0.7494,"[[1233, 1, 105], [6, 62, 84], [94, 14, 1232]]"
480,0.8919,0.7430,"[[1231, 2, 106], [5, 59, 88], [90, 15, 1235]]"
481,0.8916,0.7389,"[[1234, 1, 104], [6, 57, 89], [92, 15, 1233]]"
482,0.8919,0.7353,"[[1234, 1, 104], [6, 55, 91], [90, 14, 1236]]"
483,0.8933,0.7421,"[[1233, 2, 104], [5, 58, 89], [88, 14, 1238]]"
484,0.8909,0.7462,"[[1230, 1, 108], [6, 61, 85], [94, 15, 1231]]"
485,0.8954,0.7514,"[[1233, 2, 104], [6, 62, 84], [87, 13, 1240]]"
486,0.8954,0.7533,"[[1235, 1, 103], [6, 63, 83], [88, 15, 1237]]"
487,0.8951,0.7550,"[[1232, 1, 106], [6, 64, 82], [88, 14, 1238]]"
488,0.8944,0.7506,"[[1231, 1, 107], [5, 62, 85], [87, 14, 1239]]"
489,0.8937,0.7521,"[[1235, 1, 103], [6, 63, 83], [91, 17, 1232]]"
490,0.8972,0.7623,"[[1237, 1, 101], [6, 67, 79], [88, 16, 1236]]"
491,0.8926,0.7533,"[[1231, 2, 106], [6, 64, 82], [92, 16, 1232]]"
492,0.8937,0.7521,"[[1233, 2, 104], [6, 63, 83], [91, 15, 1234]]"
493,0.8916,0.7370,"[[1236, 1, 102], [6, 56, 90], [94, 14, 1232]]"
494,0.8930,0.7496,"[[1233, 1, 105], [6, 62, 84], [91, 16, 1233]]"
495,0.8926,0.7474,"[[1234, 2, 103], [5, 61, 86], [93, 15, 1232]]"
496,0.8976,0.7665,"[[1235, 1, 103], [6, 69, 77], [89, 14, 1237]]"
497,0.8940,0.7465,"[[1234, 1, 104], [5, 60, 87], [88, 15, 1237]]"
498,0.8933,0.7460,"[[1235, 2, 102], [6, 60, 86], [93, 13, 1234]]"
499,0.8940,0.7484,"[[1234, 2, 103], [6, 61, 85], [90, 14, 1236]]"
