Model,GOF Precision,LOF Precision,Neutral Precision,GOF Recall,LOF Recall,Neutral Recall,Neutral MCC,GOF MCC,LOF MCC,GOF F1,LOF F1,Neutral F1
250,0.74,0.85,0.93,0.28,0.92,0.92,0.8533,0.4412,0.7785,0.41,0.89,0.92
251,0.78,0.86,0.93,0.34,0.92,0.92,0.8554,0.4971,0.7865,0.47,0.89,0.92
252,0.77,0.85,0.93,0.29,0.92,0.92,0.8554,0.4568,0.7814,0.42,0.89,0.92
253,0.79,0.85,0.93,0.28,0.92,0.92,0.854,0.4527,0.78,0.41,0.89,0.92
254,0.8,0.86,0.93,0.31,0.93,0.92,0.8568,0.4808,0.7871,0.45,0.89,0.92
255,0.84,0.86,0.93,0.34,0.92,0.92,0.8526,0.5211,0.7861,0.49,0.89,0.92
256,0.77,0.86,0.93,0.27,0.92,0.92,0.859,0.4411,0.7835,0.4,0.89,0.93
257,0.78,0.85,0.93,0.28,0.93,0.92,0.854,0.448,0.7797,0.41,0.89,0.92
258,0.79,0.86,0.93,0.34,0.92,0.92,0.8604,0.5032,0.7908,0.48,0.89,0.93
259,0.77,0.85,0.93,0.29,0.93,0.92,0.8576,0.4568,0.7837,0.42,0.89,0.92
260,0.76,0.85,0.93,0.25,0.93,0.92,0.8597,0.4202,0.7827,0.38,0.89,0.93
261,0.77,0.85,0.93,0.29,0.93,0.92,0.8568,0.4568,0.7831,0.42,0.89,0.92
262,0.78,0.85,0.93,0.28,0.93,0.92,0.8561,0.448,0.7817,0.41,0.89,0.92
263,0.75,0.85,0.93,0.26,0.93,0.92,0.859,0.4226,0.7817,0.38,0.89,0.93
264,0.76,0.86,0.93,0.29,0.93,0.92,0.8597,0.4523,0.785,0.42,0.89,0.93
265,0.77,0.86,0.93,0.29,0.92,0.92,0.8554,0.4568,0.7825,0.42,0.89,0.92
266,0.72,0.85,0.93,0.24,0.92,0.92,0.8576,0.3964,0.7787,0.36,0.89,0.92
267,0.81,0.86,0.93,0.36,0.92,0.92,0.8583,0.5256,0.7914,0.5,0.89,0.93
268,0.77,0.86,0.93,0.3,0.92,0.92,0.8568,0.4654,0.7847,0.43,0.89,0.92
269,0.78,0.86,0.93,0.28,0.93,0.92,0.8632,0.448,0.7888,0.41,0.89,0.93
270,0.73,0.85,0.93,0.26,0.93,0.92,0.8583,0.4206,0.7817,0.39,0.89,0.92
271,0.81,0.86,0.93,0.34,0.93,0.92,0.859,0.5059,0.7904,0.47,0.89,0.93
272,0.77,0.86,0.93,0.31,0.92,0.92,0.8568,0.4719,0.7855,0.44,0.89,0.92
273,0.75,0.86,0.93,0.25,0.93,0.92,0.8604,0.4155,0.7836,0.37,0.89,0.93
274,0.78,0.86,0.93,0.28,0.93,0.92,0.8625,0.448,0.788,0.41,0.89,0.93
275,0.78,0.86,0.93,0.32,0.92,0.92,0.8547,0.4846,0.7832,0.46,0.89,0.92
276,0.78,0.86,0.93,0.34,0.92,0.92,0.8604,0.499,0.7915,0.47,0.89,0.93
277,0.8,0.86,0.93,0.31,0.93,0.92,0.8597,0.4808,0.7882,0.45,0.89,0.93
278,0.78,0.86,0.93,0.28,0.93,0.92,0.8597,0.448,0.7865,0.41,0.89,0.93
279,0.78,0.86,0.93,0.33,0.93,0.92,0.8625,0.4909,0.7916,0.46,0.89,0.93
280,0.75,0.86,0.93,0.26,0.93,0.92,0.8618,0.4296,0.7865,0.39,0.89,0.93
281,0.81,0.86,0.93,0.34,0.93,0.92,0.8611,0.5059,0.7922,0.47,0.89,0.93
282,0.72,0.86,0.93,0.27,0.92,0.92,0.8576,0.4233,0.7805,0.39,0.89,0.92
283,0.77,0.86,0.93,0.32,0.92,0.92,0.8597,0.4803,0.7901,0.45,0.89,0.93
284,0.78,0.86,0.93,0.3,0.93,0.92,0.8604,0.4699,0.7892,0.44,0.89,0.93
285,0.82,0.87,0.93,0.36,0.92,0.92,0.8597,0.5299,0.7934,0.5,0.89,0.93
286,0.79,0.86,0.93,0.32,0.93,0.92,0.8604,0.489,0.7897,0.46,0.89,0.93
287,0.78,0.86,0.93,0.3,0.93,0.92,0.8604,0.4634,0.7885,0.43,0.89,0.93
288,0.77,0.86,0.93,0.28,0.92,0.92,0.859,0.4501,0.7827,0.41,0.89,0.93
289,0.79,0.86,0.93,0.35,0.92,0.92,0.859,0.5093,0.7899,0.48,0.89,0.93
290,0.78,0.86,0.93,0.32,0.92,0.92,0.8576,0.4846,0.7861,0.46,0.89,0.92
291,0.82,0.86,0.93,0.36,0.92,0.92,0.8597,0.524,0.7927,0.5,0.89,0.93
292,0.76,0.86,0.93,0.34,0.93,0.92,0.8632,0.4887,0.7929,0.47,0.89,0.93
293,0.79,0.86,0.93,0.32,0.92,0.92,0.8576,0.489,0.7865,0.46,0.89,0.92
294,0.8,0.86,0.93,0.35,0.92,0.92,0.8568,0.5136,0.7887,0.49,0.89,0.92
295,0.78,0.86,0.93,0.3,0.92,0.92,0.8576,0.4699,0.7847,0.44,0.89,0.92
296,0.76,0.86,0.93,0.28,0.92,0.92,0.8576,0.4433,0.782,0.41,0.89,0.92
297,0.77,0.86,0.93,0.32,0.93,0.92,0.8604,0.4803,0.7882,0.45,0.89,0.93
298,0.81,0.86,0.93,0.32,0.93,0.92,0.8611,0.4918,0.7913,0.45,0.89,0.93
299,0.8,0.87,0.93,0.36,0.92,0.92,0.8597,0.5213,0.7934,0.5,0.89,0.93
300,0.81,0.86,0.93,0.36,0.93,0.92,0.859,0.5256,0.7922,0.5,0.89,0.93
301,0.81,0.86,0.93,0.37,0.93,0.92,0.8597,0.5314,0.7949,0.51,0.89,0.93
302,0.8,0.87,0.93,0.36,0.92,0.92,0.8597,0.5213,0.7934,0.5,0.89,0.93
303,0.8,0.87,0.93,0.38,0.92,0.92,0.859,0.533,0.7926,0.51,0.89,0.93
304,0.76,0.86,0.93,0.32,0.92,0.92,0.8597,0.474,0.788,0.45,0.89,0.93
305,0.82,0.86,0.93,0.36,0.92,0.92,0.8597,0.5299,0.7934,0.5,0.89,0.93
306,0.79,0.87,0.93,0.39,0.92,0.92,0.8611,0.5364,0.796,0.52,0.89,0.93
307,0.76,0.86,0.93,0.33,0.92,0.92,0.8576,0.4825,0.785,0.46,0.89,0.92
308,0.8,0.86,0.93,0.34,0.92,0.92,0.8561,0.5014,0.7865,0.47,0.89,0.92
309,0.75,0.86,0.93,0.32,0.92,0.92,0.859,0.4698,0.7853,0.44,0.89,0.93
310,0.8,0.86,0.93,0.32,0.93,0.92,0.8576,0.4872,0.787,0.45,0.89,0.92
311,0.76,0.86,0.93,0.32,0.92,0.92,0.8583,0.474,0.7866,0.45,0.89,0.93
312,0.77,0.86,0.93,0.32,0.93,0.92,0.8597,0.4803,0.7902,0.45,0.89,0.93
313,0.78,0.86,0.93,0.28,0.92,0.92,0.8583,0.4547,0.7841,0.42,0.89,0.93
314,0.78,0.86,0.93,0.34,0.92,0.92,0.8618,0.499,0.7915,0.47,0.89,0.93
315,0.78,0.86,0.93,0.37,0.92,0.92,0.859,0.5189,0.7906,0.5,0.89,0.93
316,0.79,0.86,0.93,0.34,0.93,0.92,0.859,0.5032,0.7896,0.48,0.89,0.93
317,0.79,0.86,0.93,0.32,0.92,0.92,0.8561,0.489,0.7854,0.46,0.89,0.92
318,0.79,0.86,0.93,0.35,0.93,0.92,0.8583,0.5093,0.7896,0.48,0.89,0.92
319,0.79,0.86,0.93,0.36,0.92,0.92,0.8568,0.5171,0.7899,0.5,0.89,0.92
320,0.74,0.86,0.93,0.35,0.92,0.92,0.8576,0.4891,0.7879,0.47,0.89,0.92
321,0.76,0.86,0.93,0.37,0.92,0.92,0.8583,0.511,0.7884,0.5,0.89,0.92
322,0.77,0.86,0.93,0.38,0.92,0.92,0.8561,0.5208,0.7877,0.5,0.89,0.92
323,0.76,0.86,0.93,0.36,0.92,0.92,0.8576,0.509,0.7878,0.49,0.89,0.92
324,0.76,0.86,0.93,0.36,0.92,0.92,0.8561,0.503,0.7856,0.48,0.89,0.92
325,0.76,0.86,0.93,0.36,0.92,0.92,0.8576,0.509,0.7876,0.49,0.89,0.92
326,0.75,0.86,0.93,0.34,0.92,0.92,0.854,0.4908,0.7838,0.47,0.89,0.92
327,0.76,0.86,0.93,0.38,0.92,0.92,0.8561,0.5228,0.7877,0.51,0.89,0.92
328,0.78,0.87,0.93,0.38,0.92,0.92,0.8561,0.5248,0.791,0.51,0.89,0.92
329,0.78,0.86,0.93,0.39,0.92,0.92,0.8547,0.5382,0.7882,0.52,0.89,0.92
330,0.73,0.86,0.93,0.34,0.92,0.92,0.8554,0.4767,0.7831,0.46,0.89,0.92
331,0.71,0.86,0.93,0.34,0.92,0.92,0.8568,0.4754,0.7834,0.46,0.89,0.92
332,0.77,0.86,0.93,0.36,0.92,0.92,0.8568,0.513,0.7877,0.49,0.89,0.92
333,0.74,0.86,0.93,0.32,0.92,0.92,0.8526,0.4657,0.7782,0.44,0.89,0.92
334,0.78,0.86,0.93,0.36,0.92,0.92,0.8561,0.5111,0.7871,0.49,0.89,0.92
335,0.76,0.86,0.93,0.34,0.92,0.92,0.854,0.4887,0.7821,0.47,0.89,0.92
336,0.75,0.86,0.93,0.35,0.92,0.92,0.8547,0.493,0.7828,0.48,0.89,0.92
337,0.72,0.86,0.93,0.32,0.92,0.92,0.8561,0.4578,0.7814,0.44,0.89,0.92
338,0.78,0.86,0.93,0.38,0.92,0.92,0.8561,0.5306,0.789,0.51,0.89,0.92
339,0.73,0.86,0.93,0.35,0.92,0.92,0.8526,0.4853,0.7807,0.47,0.89,0.92
340,0.8,0.86,0.93,0.39,0.92,0.92,0.8554,0.5405,0.7899,0.52,0.89,0.92
341,0.79,0.86,0.93,0.34,0.92,0.92,0.8568,0.5032,0.7872,0.48,0.89,0.92
342,0.73,0.86,0.93,0.31,0.92,0.92,0.8561,0.4593,0.7822,0.44,0.89,0.92
343,0.79,0.87,0.93,0.37,0.92,0.92,0.8597,0.523,0.7934,0.5,0.89,0.93
344,0.77,0.86,0.93,0.35,0.92,0.92,0.859,0.501,0.7899,0.48,0.89,0.93
345,0.78,0.86,0.93,0.36,0.92,0.92,0.859,0.5111,0.7899,0.49,0.89,0.93
346,0.78,0.86,0.93,0.34,0.92,0.92,0.8561,0.4971,0.7858,0.47,0.89,0.92
347,0.78,0.86,0.93,0.34,0.92,0.92,0.8604,0.499,0.7899,0.47,0.89,0.93
348,0.79,0.86,0.93,0.38,0.92,0.92,0.8547,0.5289,0.789,0.51,0.89,0.92
349,0.73,0.86,0.93,0.32,0.92,0.92,0.8604,0.4617,0.7879,0.44,0.89,0.93
350,0.79,0.86,0.93,0.34,0.93,0.92,0.8611,0.5032,0.7915,0.48,0.89,0.93
351,0.77,0.86,0.93,0.35,0.92,0.92,0.8526,0.501,0.7836,0.48,0.89,0.92
352,0.79,0.86,0.93,0.37,0.92,0.92,0.854,0.523,0.7879,0.5,0.89,0.92
353,0.78,0.86,0.93,0.36,0.92,0.92,0.8604,0.5111,0.7914,0.49,0.89,0.93
354,0.79,0.86,0.93,0.38,0.92,0.92,0.8533,0.5347,0.7885,0.52,0.89,0.92
355,0.76,0.86,0.93,0.34,0.92,0.92,0.8533,0.4887,0.7832,0.47,0.89,0.92
356,0.77,0.86,0.93,0.36,0.92,0.92,0.8547,0.507,0.785,0.49,0.89,0.92
357,0.78,0.86,0.93,0.35,0.92,0.92,0.8576,0.5051,0.7879,0.48,0.89,0.92
358,0.75,0.86,0.93,0.36,0.92,0.92,0.8547,0.505,0.7856,0.49,0.89,0.92
359,0.8,0.86,0.93,0.37,0.92,0.92,0.8568,0.5272,0.7899,0.5,0.89,0.92
360,0.78,0.86,0.93,0.38,0.92,0.92,0.8526,0.5248,0.7864,0.51,0.89,0.92
361,0.79,0.86,0.93,0.37,0.92,0.92,0.8554,0.523,0.7878,0.5,0.89,0.92
362,0.78,0.86,0.93,0.36,0.92,0.92,0.8583,0.5111,0.7908,0.49,0.89,0.92
363,0.79,0.86,0.93,0.36,0.92,0.92,0.8583,0.5171,0.7914,0.5,0.89,0.92
364,0.75,0.86,0.93,0.35,0.92,0.92,0.854,0.493,0.785,0.48,0.89,0.92
365,0.74,0.86,0.93,0.36,0.92,0.92,0.8554,0.4952,0.7861,0.48,0.89,0.92
366,0.8,0.87,0.93,0.39,0.92,0.92,0.8561,0.5405,0.7918,0.52,0.89,0.92
367,0.77,0.87,0.93,0.39,0.92,0.92,0.859,0.5286,0.7925,0.52,0.89,0.93
368,0.76,0.86,0.93,0.37,0.92,0.92,0.8554,0.511,0.7869,0.5,0.89,0.92
369,0.77,0.86,0.93,0.36,0.92,0.92,0.8547,0.513,0.7886,0.49,0.89,0.92
370,0.78,0.86,0.93,0.38,0.92,0.92,0.8554,0.5306,0.7913,0.51,0.89,0.92
371,0.78,0.87,0.93,0.38,0.92,0.92,0.859,0.5248,0.7926,0.51,0.89,0.93
372,0.76,0.86,0.93,0.36,0.92,0.92,0.8547,0.509,0.7861,0.49,0.89,0.92
373,0.78,0.86,0.93,0.36,0.92,0.92,0.8597,0.5111,0.792,0.49,0.89,0.93
374,0.78,0.87,0.93,0.39,0.92,0.92,0.8568,0.5382,0.7931,0.52,0.89,0.92
375,0.77,0.86,0.93,0.38,0.92,0.92,0.854,0.5208,0.7899,0.5,0.89,0.92
376,0.76,0.86,0.93,0.36,0.92,0.92,0.854,0.503,0.7866,0.48,0.89,0.92
377,0.78,0.86,0.93,0.38,0.92,0.92,0.8568,0.5306,0.7899,0.51,0.89,0.92
378,0.77,0.86,0.93,0.37,0.92,0.92,0.8554,0.5149,0.789,0.5,0.89,0.92
379,0.75,0.86,0.93,0.38,0.92,0.92,0.8547,0.5131,0.7859,0.5,0.89,0.92
380,0.77,0.86,0.93,0.37,0.92,0.92,0.8554,0.5149,0.7878,0.5,0.89,0.92
381,0.8,0.86,0.93,0.36,0.92,0.92,0.8583,0.5213,0.7907,0.5,0.89,0.92
382,0.78,0.86,0.93,0.37,0.92,0.92,0.8526,0.5189,0.7856,0.5,0.89,0.92
383,0.77,0.86,0.93,0.34,0.92,0.92,0.8562,0.4928,0.7862,0.47,0.89,0.92
384,0.77,0.86,0.93,0.38,0.92,0.92,0.8561,0.5208,0.7889,0.5,0.89,0.92
385,0.77,0.86,0.93,0.36,0.92,0.92,0.8583,0.513,0.7906,0.49,0.89,0.92
386,0.76,0.86,0.93,0.36,0.92,0.92,0.854,0.509,0.7855,0.49,0.89,0.92
387,0.79,0.86,0.93,0.38,0.93,0.92,0.859,0.5347,0.7943,0.52,0.89,0.93
388,0.79,0.86,0.93,0.36,0.92,0.92,0.854,0.5171,0.7872,0.5,0.89,0.92
389,0.81,0.86,0.92,0.39,0.92,0.92,0.8533,0.5446,0.788,0.52,0.89,0.92
390,0.78,0.87,0.93,0.41,0.92,0.92,0.854,0.5457,0.7894,0.53,0.89,0.92
391,0.79,0.87,0.93,0.38,0.92,0.92,0.8576,0.5347,0.7909,0.52,0.89,0.92
392,0.79,0.87,0.93,0.39,0.92,0.92,0.8597,0.5364,0.793,0.52,0.89,0.93
393,0.82,0.87,0.93,0.42,0.92,0.92,0.8576,0.5726,0.7973,0.56,0.9,0.92
394,0.81,0.87,0.93,0.4,0.92,0.92,0.8561,0.5559,0.7938,0.54,0.89,0.92
395,0.79,0.87,0.93,0.38,0.92,0.92,0.8583,0.5347,0.7932,0.52,0.89,0.93
396,0.82,0.87,0.93,0.42,0.92,0.92,0.8547,0.5726,0.7943,0.56,0.89,0.92
397,0.79,0.87,0.93,0.4,0.92,0.92,0.8568,0.5478,0.7944,0.53,0.89,0.92
398,0.81,0.87,0.93,0.39,0.92,0.92,0.8583,0.5503,0.7953,0.53,0.89,0.93
399,0.83,0.87,0.93,0.41,0.92,0.92,0.8561,0.5712,0.7944,0.55,0.89,0.92
400,0.81,0.87,0.93,0.42,0.92,0.92,0.8576,0.5686,0.7953,0.55,0.89,0.92
401,0.8,0.87,0.93,0.44,0.92,0.92,0.8554,0.5771,0.7936,0.57,0.89,0.92
402,0.82,0.87,0.93,0.43,0.92,0.92,0.854,0.5835,0.795,0.57,0.89,0.92
403,0.79,0.86,0.93,0.39,0.92,0.92,0.8554,0.5422,0.7896,0.53,0.89,0.92
404,0.82,0.87,0.93,0.41,0.92,0.92,0.8576,0.5616,0.7946,0.54,0.89,0.92
405,0.8,0.87,0.93,0.4,0.92,0.92,0.8576,0.5519,0.7931,0.54,0.89,0.92
406,0.79,0.87,0.93,0.43,0.92,0.92,0.8554,0.5662,0.7949,0.56,0.89,0.92
407,0.81,0.87,0.93,0.4,0.93,0.92,0.8597,0.5559,0.7975,0.54,0.9,0.93
408,0.81,0.87,0.93,0.43,0.92,0.92,0.8568,0.5795,0.7958,0.57,0.89,0.92
409,0.78,0.87,0.93,0.38,0.92,0.92,0.8583,0.5248,0.7917,0.51,0.89,0.93
410,0.81,0.87,0.93,0.43,0.92,0.92,0.8568,0.5741,0.7978,0.56,0.9,0.92
411,0.8,0.87,0.93,0.4,0.92,0.92,0.8576,0.5519,0.7959,0.54,0.89,0.92
412,0.78,0.87,0.93,0.41,0.92,0.92,0.8561,0.5457,0.7931,0.53,0.89,0.92
413,0.78,0.87,0.93,0.41,0.92,0.92,0.859,0.5513,0.7949,0.54,0.89,0.93
414,0.8,0.87,0.93,0.41,0.92,0.92,0.8554,0.5591,0.7929,0.55,0.89,0.92
415,0.81,0.87,0.93,0.41,0.92,0.92,0.8568,0.5631,0.7967,0.55,0.9,0.92
416,0.8,0.87,0.93,0.41,0.92,0.92,0.8576,0.5591,0.7966,0.55,0.9,0.92
417,0.77,0.87,0.93,0.4,0.92,0.92,0.8561,0.54,0.7909,0.53,0.89,0.92
418,0.77,0.87,0.93,0.38,0.92,0.92,0.8547,0.5267,0.7894,0.51,0.89,0.92
419,0.8,0.86,0.93,0.39,0.92,0.92,0.854,0.5462,0.7889,0.53,0.89,0.92
420,0.79,0.87,0.93,0.42,0.92,0.92,0.8554,0.5607,0.7958,0.55,0.89,0.92
421,0.82,0.87,0.93,0.42,0.92,0.92,0.8547,0.5726,0.7943,0.56,0.89,0.92
422,0.77,0.87,0.93,0.41,0.92,0.92,0.8568,0.5475,0.7949,0.54,0.89,0.92
423,0.79,0.87,0.93,0.41,0.92,0.92,0.8576,0.5552,0.7943,0.54,0.89,0.92
424,0.79,0.87,0.93,0.39,0.92,0.92,0.8547,0.5422,0.7917,0.53,0.89,0.92
425,0.8,0.86,0.92,0.39,0.92,0.92,0.8512,0.5462,0.7875,0.53,0.89,0.92
426,0.82,0.87,0.93,0.41,0.92,0.92,0.8568,0.5671,0.7961,0.55,0.89,0.92
427,0.78,0.87,0.93,0.42,0.92,0.92,0.8561,0.5569,0.7929,0.55,0.89,0.92
428,0.79,0.87,0.93,0.39,0.92,0.92,0.859,0.5422,0.7944,0.53,0.89,0.93
429,0.79,0.87,0.93,0.41,0.92,0.92,0.8554,0.5535,0.7949,0.54,0.89,0.92
430,0.8,0.87,0.93,0.42,0.92,0.92,0.8569,0.5646,0.7949,0.55,0.89,0.92
431,0.81,0.87,0.92,0.41,0.92,0.92,0.8526,0.5575,0.79,0.54,0.89,0.92
432,0.79,0.86,0.93,0.36,0.93,0.92,0.8583,0.5171,0.7929,0.5,0.89,0.92
433,0.78,0.87,0.93,0.4,0.92,0.92,0.8554,0.5439,0.7909,0.53,0.89,0.92
434,0.79,0.87,0.93,0.41,0.92,0.92,0.8561,0.5552,0.7958,0.54,0.89,0.92
435,0.79,0.87,0.93,0.4,0.92,0.92,0.8583,0.5478,0.7945,0.53,0.89,0.93
436,0.8,0.87,0.93,0.39,0.92,0.92,0.8576,0.5405,0.7918,0.52,0.89,0.92
437,0.8,0.87,0.93,0.39,0.92,0.92,0.859,0.5462,0.794,0.53,0.89,0.93
438,0.81,0.86,0.93,0.39,0.92,0.92,0.8547,0.5503,0.7919,0.53,0.89,0.92
439,0.8,0.87,0.93,0.39,0.92,0.92,0.8597,0.5405,0.7939,0.52,0.89,0.93
440,0.8,0.87,0.93,0.42,0.92,0.92,0.8561,0.5646,0.7957,0.55,0.89,0.92
441,0.8,0.87,0.93,0.43,0.92,0.92,0.8569,0.5701,0.797,0.56,0.9,0.92
442,0.82,0.87,0.93,0.43,0.92,0.92,0.8554,0.5835,0.7965,0.57,0.9,0.92
443,0.82,0.87,0.93,0.43,0.92,0.92,0.8583,0.5781,0.7985,0.56,0.9,0.93
444,0.8,0.87,0.93,0.41,0.92,0.92,0.8597,0.5591,0.7972,0.55,0.9,0.93
445,0.81,0.87,0.93,0.43,0.92,0.92,0.859,0.5741,0.7987,0.56,0.9,0.93
446,0.81,0.87,0.93,0.44,0.92,0.92,0.8576,0.581,0.7979,0.57,0.9,0.92
447,0.78,0.87,0.93,0.41,0.92,0.92,0.8568,0.5496,0.793,0.54,0.89,0.92
448,0.78,0.87,0.93,0.4,0.92,0.92,0.8597,0.5439,0.7966,0.53,0.9,0.93
449,0.8,0.87,0.93,0.41,0.92,0.92,0.8554,0.5591,0.7943,0.55,0.89,0.92
450,0.81,0.87,0.93,0.41,0.92,0.92,0.8568,0.5631,0.7967,0.55,0.9,0.92
451,0.8,0.87,0.93,0.43,0.93,0.92,0.859,0.5756,0.8003,0.56,0.9,0.93
452,0.8,0.87,0.93,0.43,0.93,0.92,0.8604,0.5717,0.7995,0.56,0.9,0.93
453,0.81,0.87,0.93,0.41,0.92,0.92,0.8561,0.5575,0.7937,0.54,0.89,0.92
454,0.79,0.87,0.93,0.4,0.92,0.92,0.8568,0.5478,0.7946,0.53,0.89,0.92
455,0.81,0.87,0.93,0.41,0.92,0.92,0.8597,0.5575,0.7973,0.54,0.9,0.93
456,0.81,0.87,0.93,0.39,0.92,0.92,0.8561,0.5503,0.7931,0.53,0.89,0.92
457,0.78,0.87,0.92,0.41,0.92,0.92,0.8533,0.5457,0.79,0.53,0.89,0.92
458,0.79,0.87,0.93,0.39,0.92,0.92,0.8576,0.5364,0.791,0.52,0.89,0.92
459,0.8,0.87,0.93,0.4,0.92,0.92,0.8568,0.5519,0.7926,0.54,0.89,0.92
460,0.79,0.87,0.93,0.41,0.92,0.92,0.8583,0.5552,0.7965,0.54,0.9,0.93
461,0.79,0.87,0.92,0.42,0.92,0.92,0.8519,0.5607,0.7892,0.55,0.89,0.92
462,0.79,0.87,0.93,0.42,0.92,0.92,0.859,0.5607,0.7964,0.55,0.89,0.93
463,0.79,0.87,0.93,0.41,0.92,0.92,0.8597,0.5535,0.7966,0.54,0.9,0.93
464,0.8,0.87,0.93,0.41,0.92,0.92,0.8583,0.5591,0.7945,0.55,0.89,0.92
465,0.76,0.87,0.93,0.38,0.92,0.92,0.8583,0.5228,0.794,0.51,0.89,0.92
466,0.78,0.86,0.93,0.38,0.92,0.92,0.8547,0.5306,0.7889,0.51,0.89,0.92
467,0.79,0.87,0.93,0.41,0.92,0.92,0.859,0.5552,0.7958,0.54,0.89,0.93
468,0.79,0.86,0.93,0.39,0.92,0.92,0.8576,0.5364,0.7911,0.52,0.89,0.92
469,0.78,0.87,0.93,0.38,0.92,0.92,0.8568,0.5306,0.791,0.51,0.89,0.92
470,0.79,0.87,0.93,0.43,0.92,0.92,0.8561,0.5662,0.7958,0.56,0.89,0.92
471,0.81,0.87,0.92,0.41,0.92,0.92,0.854,0.5575,0.7915,0.54,0.89,0.92
472,0.79,0.87,0.93,0.41,0.92,0.92,0.8547,0.5552,0.7916,0.54,0.89,0.92
473,0.8,0.87,0.93,0.43,0.92,0.92,0.8561,0.5701,0.7952,0.56,0.89,0.92
474,0.82,0.87,0.93,0.41,0.92,0.92,0.8568,0.5616,0.7953,0.54,0.89,0.92
475,0.77,0.86,0.93,0.36,0.92,0.92,0.8547,0.513,0.787,0.49,0.89,0.92
476,0.78,0.87,0.93,0.39,0.92,0.92,0.8597,0.5382,0.796,0.52,0.89,0.93
477,0.79,0.87,0.93,0.42,0.92,0.92,0.8569,0.5607,0.7956,0.55,0.89,0.92
478,0.81,0.87,0.93,0.4,0.92,0.92,0.8554,0.5559,0.7931,0.54,0.89,0.92
479,0.81,0.87,0.92,0.41,0.92,0.92,0.854,0.5575,0.7915,0.54,0.89,0.92
480,0.78,0.86,0.93,0.39,0.92,0.92,0.8561,0.5325,0.7904,0.52,0.89,0.92
481,0.78,0.86,0.93,0.38,0.92,0.92,0.8561,0.5248,0.7896,0.51,0.89,0.92
482,0.79,0.86,0.93,0.36,0.92,0.92,0.8576,0.5171,0.7905,0.5,0.89,0.92
483,0.78,0.87,0.93,0.38,0.92,0.92,0.859,0.5306,0.7934,0.51,0.89,0.93
484,0.79,0.86,0.92,0.4,0.92,0.92,0.8519,0.5478,0.7881,0.53,0.89,0.92
485,0.81,0.87,0.93,0.41,0.93,0.92,0.859,0.5575,0.7982,0.54,0.9,0.93
486,0.8,0.87,0.93,0.41,0.92,0.92,0.8597,0.5591,0.7973,0.55,0.9,0.93
487,0.81,0.87,0.93,0.42,0.92,0.92,0.8576,0.5686,0.7967,0.55,0.9,0.92
488,0.81,0.87,0.93,0.41,0.92,0.92,0.8583,0.5575,0.7948,0.54,0.89,0.92
489,0.78,0.87,0.93,0.41,0.92,0.92,0.8576,0.5513,0.7935,0.54,0.89,0.92
490,0.8,0.87,0.93,0.44,0.92,0.92,0.8611,0.5771,0.8005,0.57,0.9,0.93
491,0.78,0.87,0.93,0.42,0.92,0.92,0.854,0.5569,0.7922,0.55,0.89,0.92
492,0.79,0.87,0.93,0.41,0.92,0.92,0.8561,0.5552,0.7943,0.54,0.89,0.92
493,0.79,0.87,0.93,0.37,0.92,0.92,0.8562,0.523,0.7895,0.5,0.89,0.92
494,0.78,0.87,0.93,0.41,0.92,0.92,0.8561,0.5496,0.7923,0.54,0.89,0.92
495,0.78,0.87,0.93,0.4,0.92,0.92,0.8561,0.5439,0.7915,0.53,0.89,0.92
496,0.82,0.87,0.93,0.45,0.92,0.92,0.859,0.5956,0.8013,0.58,0.9,0.93
497,0.79,0.87,0.93,0.39,0.92,0.92,0.8597,0.5422,0.7939,0.53,0.89,0.93
498,0.8,0.87,0.93,0.39,0.92,0.92,0.8561,0.5462,0.7937,0.53,0.89,0.92
499,0.79,0.87,0.93,0.4,0.92,0.92,0.8576,0.5478,0.7952,0.53,0.89,0.92
