Model,Accuracy,Precision,Recall,F1 Score,ROC AUC Score,Confusion Matrix
374,0.8965030024726245,0.8949277373066127,0.8965030024726245,0.8920450769166262,0.9430340057602792,"[[1235, 1, 103], [6, 63, 83], [85, 15, 1240]]"
375,0.8933239138113741,0.8912966731459254,0.8933239138113741,0.8887635915617946,0.9424603422248452,"[[1235, 1, 103], [6, 62, 84], [92, 16, 1232]]"
376,0.8950900741787354,0.8935897010693242,0.8950900741787354,0.8903221059271889,0.9426389863406524,"[[1235, 1, 103], [5, 61, 86], [88, 14, 1238]]"
377,0.8954433062522077,0.8934979576218879,0.8954433062522077,0.8908735705250937,0.9440453760099702,"[[1235, 2, 102], [6, 62, 84], [87, 15, 1238]]"
378,0.89579653832568,0.894286623199013,0.89579653832568,0.8911514645938398,0.9413703770464136,"[[1236, 1, 102], [6, 62, 84], [88, 14, 1238]]"
379,0.89579653832568,0.8942064406170757,0.89579653832568,0.8912063990170203,0.9417229038101228,"[[1233, 2, 104], [6, 62, 84], [85, 14, 1241]]"
380,0.8940303779583186,0.8920271258074967,0.8940303779583186,0.8889852009975738,0.9425331872143546,"[[1235, 2, 102], [6, 59, 87], [89, 14, 1237]]"
381,0.8943836100317909,0.8925939160928659,0.8943836100317909,0.889366975513147,0.9416852309831684,"[[1232, 2, 105], [6, 59, 87], [85, 14, 1241]]"
382,0.8961497703991522,0.8946337098657208,0.8961497703991522,0.8916992258208242,0.9417181233977904,"[[1233, 2, 104], [6, 63, 83], [85, 14, 1241]]"
383,0.89579653832568,0.8941431977962617,0.89579653832568,0.8911971969466693,0.9421625425504058,"[[1234, 2, 103], [6, 62, 84], [86, 14, 1240]]"
384,0.89579653832568,0.8941526022486623,0.89579653832568,0.891063826837883,0.9414311183802304,"[[1233, 2, 104], [6, 61, 85], [84, 14, 1242]]"
385,0.8926174496644296,0.8904575869093634,0.8926174496644296,0.8869924022757306,0.9411310997633584,"[[1233, 2, 104], [4, 55, 93], [87, 14, 1239]]"
386,0.8936771458848464,0.8919467589454193,0.8936771458848464,0.8888204336840952,0.941345164458162,"[[1232, 2, 105], [5, 60, 87], [88, 14, 1238]]"
387,0.8936771458848464,0.8917761604035339,0.8936771458848464,0.8885095414379852,0.9411410785876444,"[[1232, 2, 105], [6, 58, 88], [86, 14, 1240]]"
388,0.8936771458848464,0.8918864283297804,0.8936771458848464,0.888672393362024,0.9411049937314724,"[[1232, 2, 105], [5, 59, 88], [87, 14, 1239]]"
389,0.8933239138113741,0.8914656969904325,0.8933239138113741,0.8881659843802371,0.9410129048705218,"[[1231, 2, 106], [6, 58, 88], [86, 14, 1240]]"
390,0.8940303779583186,0.8921520832385835,0.8940303779583186,0.8890044268159102,0.940570792660259,"[[1233, 2, 104], [6, 59, 87], [87, 14, 1239]]"
391,0.8936771458848464,0.8917107078894818,0.8936771458848464,0.8884999690195076,0.9409713175748944,"[[1233, 2, 104], [6, 58, 88], [87, 14, 1239]]"
392,0.8936771458848464,0.8917564468400634,0.8936771458848464,0.8885115565961009,0.941222094736412,"[[1233, 2, 104], [5, 58, 89], [87, 14, 1239]]"
393,0.8940303779583186,0.8923774351309606,0.8940303779583186,0.8888228346873878,0.9414106883431982,"[[1233, 1, 105], [6, 58, 88], [86, 14, 1240]]"
394,0.8933239138113741,0.8914011811607987,0.8933239138113741,0.8882981686956876,0.9415570346549552,"[[1233, 2, 104], [6, 59, 87], [89, 14, 1237]]"
395,0.8936771458848464,0.8918404575873434,0.8936771458848464,0.8886608157422626,0.941820894471278,"[[1232, 2, 105], [6, 59, 87], [87, 14, 1239]]"
396,0.8929706817379018,0.8910887549616912,0.8929706817379018,0.8879546038114309,0.941303555773665,"[[1232, 2, 105], [6, 59, 87], [89, 14, 1237]]"
397,0.8954433062522077,0.8935163833831395,0.8954433062522077,0.8908720786277944,0.9416844029283636,"[[1234, 3, 102], [6, 62, 84], [87, 14, 1239]]"
398,0.8940303779583186,0.8920188236328541,0.8940303779583186,0.8886986493710639,0.9403635644592572,"[[1233, 2, 104], [6, 57, 89], [85, 14, 1241]]"
399,0.8929706817379018,0.8910689441103989,0.8929706817379018,0.8878149595554559,0.9413509046196245,"[[1232, 2, 105], [5, 58, 89], [88, 14, 1238]]"
400,0.8950900741787354,0.8934989389517288,0.8950900741787354,0.8905112618884782,0.9412185527396234,"[[1233, 2, 104], [5, 62, 85], [87, 14, 1239]]"
401,0.8922642175909573,0.8899026765816128,0.8922642175909573,0.886976714389761,0.941322888561692,"[[1233, 2, 104], [6, 57, 89], [89, 15, 1236]]"
402,0.8940303779583186,0.892162501926035,0.8940303779583186,0.8885010427145598,0.941682378319088,"[[1235, 1, 103], [5, 56, 91], [86, 14, 1240]]"
403,0.8943836100317909,0.8927664144279829,0.8943836100317909,0.8898030351283437,0.9419169818286032,"[[1232, 2, 105], [6, 62, 84], [88, 14, 1238]]"
404,0.8912045213705404,0.8889694328981702,0.8912045213705404,0.8855776709244136,0.940460649760122,"[[1232, 2, 105], [5, 55, 92], [90, 14, 1236]]"
405,0.8922642175909573,0.8901206989665265,0.8922642175909573,0.8866349696272982,0.9397666298338112,"[[1231, 2, 106], [6, 55, 91], [86, 14, 1240]]"
406,0.8936771458848464,0.8917764136117888,0.8936771458848464,0.8886513044677108,0.9409583589755324,"[[1233, 2, 104], [6, 59, 87], [88, 14, 1238]]"
407,0.8950900741787354,0.8933367706391483,0.8950900741787354,0.8903482595566575,0.9417027344117432,"[[1234, 2, 103], [6, 61, 85], [87, 14, 1239]]"
408,0.8933239138113741,0.891475729402187,0.8933239138113741,0.8878048251364231,0.9417694719623454,"[[1234, 1, 104], [5, 56, 91], [87, 14, 1239]]"
409,0.8929706817379018,0.890954666143013,0.8929706817379018,0.8876491050224113,0.940792861070028,"[[1232, 2, 105], [6, 57, 89], [87, 14, 1239]]"
410,0.8926174496644296,0.8899947371275077,0.8926174496644296,0.8872178678943937,0.940709896089694,"[[1232, 3, 104], [6, 56, 90], [86, 15, 1239]]"
411,0.8933239138113741,0.8916085074672829,0.8933239138113741,0.8879731590173355,0.9413900719174458,"[[1233, 1, 105], [5, 57, 90], [87, 14, 1239]]"
412,0.8922642175909573,0.8900799844362312,0.8922642175909573,0.8870083155094453,0.941606172221515,"[[1231, 2, 106], [5, 57, 90], [87, 15, 1238]]"
413,0.8922642175909573,0.8898072853389972,0.8922642175909573,0.886671205509259,0.94074546944633,"[[1232, 2, 105], [6, 55, 91], [86, 15, 1239]]"
414,0.8922642175909573,0.8902435591062713,0.8922642175909573,0.8868073775738045,0.9414627415182256,"[[1231, 2, 106], [5, 56, 91], [87, 14, 1239]]"
415,0.8926174496644296,0.8907117412920901,0.8926174496644296,0.8873152374047074,0.9418320894055722,"[[1230, 2, 107], [6, 57, 89], [86, 14, 1240]]"
416,0.8943836100317909,0.8925636347270134,0.8943836100317909,0.8897098772783346,0.9424828842599628,"[[1231, 2, 106], [6, 61, 85], [85, 15, 1240]]"
417,0.8943836100317909,0.8926237269457254,0.8943836100317909,0.8891564341355099,0.9425529016409248,"[[1235, 1, 103], [6, 58, 88], [87, 14, 1239]]"
418,0.8933239138113741,0.8913315122946058,0.8933239138113741,0.8880021652100083,0.9418098675923868,"[[1232, 2, 105], [6, 57, 89], [86, 14, 1240]]"
419,0.8940303779583186,0.8917381443093636,0.8940303779583186,0.8887310046371528,0.941763043690396,"[[1233, 3, 103], [6, 57, 89], [85, 14, 1241]]"
420,0.8926174496644296,0.8905529974941053,0.8926174496644296,0.8871505918946856,0.94072717035181,"[[1232, 2, 105], [5, 56, 91], [87, 14, 1239]]"
421,0.8936771458848464,0.8916844159279265,0.8936771458848464,0.8889845259296665,0.9425979331556515,"[[1233, 2, 104], [6, 61, 85], [89, 15, 1236]]"
422,0.8933239138113741,0.8916844455778716,0.8933239138113741,0.8887543443883325,0.9427920548685368,"[[1232, 1, 106], [6, 62, 84], [90, 15, 1235]]"
423,0.8975626986930413,0.8964191288343794,0.8975626986930413,0.8931519473314452,0.9430653416763124,"[[1237, 1, 101], [6, 64, 82], [87, 13, 1240]]"
424,0.8975626986930413,0.8961924828735042,0.8975626986930413,0.8931869210097995,0.9426014494857968,"[[1237, 1, 101], [6, 64, 82], [86, 14, 1240]]"
425,0.8950900741787354,0.8935397086617114,0.8950900741787354,0.8907778551496492,0.9429107209276132,"[[1234, 1, 104], [6, 64, 82], [89, 15, 1236]]"
426,0.8950900741787354,0.8934990344436138,0.8950900741787354,0.8907673623855966,0.9434591187081768,"[[1234, 2, 103], [6, 64, 82], [90, 14, 1236]]"
427,0.8950900741787354,0.8938972748992678,0.8950900741787354,0.8904274706215655,0.9431514428760251,"[[1234, 1, 104], [6, 62, 84], [89, 13, 1238]]"
428,0.8965030024726245,0.8951659253489027,0.8965030024726245,0.8916668974679942,0.942933764684498,"[[1237, 1, 101], [6, 61, 85], [87, 13, 1240]]"
429,0.8943836100317909,0.892512604915632,0.8943836100317909,0.8897659189327012,0.943283614783967,"[[1237, 1, 101], [6, 62, 84], [92, 15, 1233]]"
430,0.8954433062522077,0.8938006575424526,0.8954433062522077,0.8906449816745529,0.9420166570160088,"[[1237, 1, 101], [6, 61, 85], [89, 14, 1237]]"
431,0.8954433062522077,0.893534498999104,0.8954433062522077,0.8908061637789388,0.9427538311254152,"[[1238, 2, 99], [6, 62, 84], [91, 14, 1235]]"
432,0.8954433062522077,0.8937072144867643,0.8954433062522077,0.8908346972447697,0.9428061754946232,"[[1235, 2, 102], [6, 62, 84], [88, 14, 1238]]"
433,0.8965030024726245,0.8950723597357857,0.8965030024726245,0.8921271256601002,0.9430451068891031,"[[1237, 1, 101], [6, 64, 82], [89, 14, 1237]]"
434,0.8954433062522077,0.8941686771193579,0.8954433062522077,0.8911061035119027,0.9426578910457344,"[[1234, 1, 104], [5, 64, 83], [89, 14, 1237]]"
435,0.8954433062522077,0.8935989330366058,0.8954433062522077,0.8910230361093494,0.9438063920599824,"[[1235, 2, 102], [5, 63, 84], [88, 15, 1237]]"
436,0.8943836100317909,0.8921271081228408,0.8943836100317909,0.8895079165481414,0.9425430456498608,"[[1237, 2, 100], [6, 60, 86], [90, 15, 1235]]"
437,0.8940303779583186,0.8924966439531673,0.8940303779583186,0.8893939285774222,0.9428202814540558,"[[1234, 2, 103], [6, 62, 84], [92, 13, 1235]]"
438,0.8940303779583186,0.8923672074815676,0.8940303779583186,0.8895811969262055,0.9427054446137304,"[[1234, 1, 104], [6, 63, 83], [91, 15, 1234]]"
439,0.8954433062522077,0.8940216476080206,0.8954433062522077,0.8909483571534332,0.9432720198778132,"[[1235, 1, 103], [6, 63, 83], [89, 14, 1237]]"
440,0.8940303779583186,0.8923124176851348,0.8940303779583186,0.8894418112133787,0.9427169457144138,"[[1234, 1, 104], [6, 62, 84], [90, 15, 1235]]"
441,0.8947368421052632,0.893005074088025,0.8947368421052632,0.890006133804252,0.943520334263786,"[[1234, 2, 103], [5, 61, 86], [88, 14, 1238]]"
442,0.89579653832568,0.8940033900482736,0.89579653832568,0.8911795676628651,0.942735699475188,"[[1237, 1, 101], [6, 62, 84], [88, 15, 1237]]"
443,0.897209466619569,0.8957721347727345,0.897209466619569,0.8926956841420453,0.9432094195456818,"[[1237, 1, 101], [6, 63, 83], [86, 14, 1240]]"
444,0.8950900741787354,0.8933709715931406,0.8950900741787354,0.89062212140619,0.9436946596612864,"[[1236, 1, 102], [6, 63, 83], [90, 15, 1235]]"
445,0.8947368421052632,0.893172440107687,0.8947368421052632,0.8899578557535954,0.9435232248167206,"[[1235, 1, 103], [6, 61, 85], [89, 14, 1237]]"
446,0.89579653832568,0.8941799314662304,0.89579653832568,0.8908612929553953,0.9417580985837684,"[[1236, 1, 102], [6, 60, 86], [86, 14, 1240]]"
447,0.8936771458848464,0.8917458997555272,0.8936771458848464,0.8882846782226366,0.9425785511732246,"[[1236, 1, 102], [6, 57, 89], [89, 14, 1237]]"
448,0.8943836100317909,0.8927986145790735,0.8943836100317909,0.889604646987652,0.942326226068666,"[[1235, 1, 103], [6, 61, 85], [90, 14, 1236]]"
449,0.8933239138113741,0.8916353267827647,0.8933239138113741,0.8884768026449325,0.941973573110627,"[[1231, 2, 106], [5, 60, 87], [88, 14, 1238]]"
450,0.8936771458848464,0.8920009890224554,0.8936771458848464,0.8884697514904888,0.9411225478822232,"[[1233, 1, 105], [6, 58, 88], [87, 14, 1239]]"
451,0.8922642175909573,0.890338798125372,0.8922642175909573,0.8872483374292117,0.9410878386359152,"[[1232, 2, 105], [6, 59, 87], [91, 14, 1235]]"
452,0.8922642175909573,0.8901522339279113,0.8922642175909573,0.8871611034548871,0.94184156589698,"[[1231, 2, 106], [5, 58, 89], [88, 15, 1237]]"
453,0.8901448251501236,0.8879701281865752,0.8901448251501236,0.8849065830136223,0.9412598039244444,"[[1228, 3, 108], [5, 57, 90], [91, 14, 1235]]"
454,0.8929706817379018,0.8906545049644365,0.8929706817379018,0.8880390320606928,0.9418865277451036,"[[1232, 3, 104], [5, 59, 88], [88, 15, 1237]]"
455,0.8919109855174849,0.8891771188090754,0.8919109855174849,0.8865015703617275,0.9415713590864122,"[[1233, 3, 103], [6, 56, 90], [89, 15, 1236]]"
456,0.8919109855174849,0.8894244868683158,0.8919109855174849,0.8869581201622722,0.9411039725657316,"[[1233, 3, 103], [6, 59, 87], [92, 15, 1233]]"
457,0.8929706817379018,0.8902634293122887,0.8929706817379018,0.887696849790382,0.9409061490506472,"[[1235, 3, 101], [6, 57, 89], [89, 15, 1236]]"
458,0.8904980572235959,0.887860274410167,0.8904980572235959,0.8845999107816691,0.9402650632152316,"[[1231, 2, 106], [5, 53, 94], [88, 15, 1237]]"
459,0.8947368421052632,0.8929367626378166,0.8947368421052632,0.8896423751560758,0.9427973324193074,"[[1237, 1, 101], [6, 59, 87], [89, 14, 1237]]"
460,0.8915577534440127,0.8892114073996047,0.8915577534440127,0.8864240954709315,0.9426265924074452,"[[1234, 2, 103], [5, 58, 89], [93, 15, 1232]]"
461,0.8961497703991522,0.8944505501674619,0.8961497703991522,0.8916716419398069,0.942692162125773,"[[1236, 2, 101], [6, 63, 83], [88, 14, 1238]]"
462,0.8968562345460968,0.8955272249979555,0.8968562345460968,0.8925016789128717,0.942680493580797,"[[1237, 1, 101], [4, 64, 84], [88, 14, 1238]]"
463,0.8968562345460968,0.8957325960703686,0.8968562345460968,0.8923268040049648,0.9426347525667133,"[[1236, 1, 102], [5, 63, 84], [87, 13, 1240]]"
464,0.89579653832568,0.8943408731143272,0.89579653832568,0.8910286754008196,0.9419831241575228,"[[1235, 1, 103], [5, 61, 86], [86, 14, 1240]]"
465,0.8954433062522077,0.8936889202920811,0.8954433062522077,0.8908358996892941,0.9429473099499944,"[[1236, 1, 102], [6, 62, 84], [88, 15, 1237]]"
466,0.89579653832568,0.8935163795212474,0.89579653832568,0.891237256760076,0.9429875595246128,"[[1237, 3, 99], [6, 62, 84], [88, 15, 1237]]"
467,0.8954433062522077,0.8937970078351075,0.8954433062522077,0.8911122765960873,0.9425882360533326,"[[1236, 1, 102], [6, 64, 82], [90, 15, 1235]]"
468,0.89579653832568,0.8939132104804175,0.89579653832568,0.8913668564894094,0.9431668031398762,"[[1236, 2, 101], [5, 63, 84], [88, 15, 1237]]"
469,0.8929706817379018,0.8913100580475103,0.8929706817379018,0.8879157447724854,0.9419895548739148,"[[1233, 1, 105], [6, 59, 87], [90, 14, 1236]]"
470,0.8929706817379018,0.8911986559895894,0.8929706817379018,0.8879756629798851,0.942499855411242,"[[1231, 2, 106], [5, 59, 88], [88, 14, 1238]]"
471,0.8950900741787354,0.8931235433668655,0.8950900741787354,0.890520226750346,0.943618717563474,"[[1235, 2, 102], [6, 62, 84], [88, 15, 1237]]"
472,0.8950900741787354,0.8934548061121224,0.8950900741787354,0.8905001160375067,0.9425524811968616,"[[1233, 2, 104], [6, 62, 84], [87, 14, 1239]]"
473,0.8950900741787354,0.8931875354026819,0.8950900741787354,0.8910933591852698,0.9436000756359314,"[[1234, 3, 102], [6, 66, 80], [91, 15, 1234]]"
474,0.8947368421052632,0.8925782572026929,0.8947368421052632,0.8903339276797728,0.942648575276403,"[[1235, 3, 101], [6, 63, 83], [90, 15, 1235]]"
475,0.8961497703991522,0.8946027029139774,0.8961497703991522,0.8918285129782252,0.9433111890089664,"[[1235, 1, 103], [6, 64, 82], [87, 15, 1238]]"
476,0.8965030024726245,0.8948308940245029,0.8965030024726245,0.892352104719486,0.9428582937529248,"[[1235, 1, 103], [6, 65, 81], [86, 16, 1238]]"
477,0.8968562345460968,0.8954728635097698,0.8968562345460968,0.8926162447423979,0.9429801360591212,"[[1238, 1, 100], [5, 65, 82], [90, 14, 1236]]"
478,0.8950900741787354,0.8932749554525007,0.8950900741787354,0.8904720195148613,0.9428751420709824,"[[1236, 2, 101], [6, 62, 84], [90, 14, 1236]]"
479,0.8947368421052632,0.8925220280756173,0.8947368421052632,0.8903244794186695,0.9423169457437468,"[[1236, 3, 100], [6, 63, 83], [91, 15, 1234]]"
480,0.8947368421052632,0.8927313785492871,0.8947368421052632,0.8901677875290589,0.9431117830230944,"[[1236, 1, 102], [6, 62, 84], [89, 16, 1235]]"
481,0.8975626986930413,0.8958005497390135,0.8975626986930413,0.89325909865136,0.9434491050505892,"[[1236, 2, 101], [6, 64, 82], [84, 15, 1241]]"
482,0.8950900741787354,0.8931655019295593,0.8950900741787354,0.8906598352084678,0.94356984949667,"[[1236, 1, 102], [6, 63, 83], [89, 16, 1235]]"
483,0.8943836100317909,0.8924372119163179,0.8943836100317909,0.8899521451916376,0.9439793565142724,"[[1235, 2, 102], [6, 63, 83], [91, 15, 1234]]"
484,0.8943836100317909,0.892406476059551,0.8943836100317909,0.8894772267247718,0.942498011079581,"[[1236, 2, 101], [6, 60, 86], [90, 14, 1236]]"
485,0.8954433062522077,0.8932555351814376,0.8954433062522077,0.8907714473811319,0.9419601800116592,"[[1234, 3, 102], [6, 61, 85], [85, 15, 1240]]"
486,0.8950900741787354,0.8933318312987721,0.8950900741787354,0.8906118296883733,0.9422384834259973,"[[1236, 2, 101], [6, 63, 83], [91, 14, 1235]]"
487,0.8933239138113741,0.8909851501169441,0.8933239138113741,0.8880248249914741,0.940992526777887,"[[1233, 3, 103], [6, 57, 89], [87, 14, 1239]]"
488,0.89579653832568,0.8938120622567687,0.89579653832568,0.8912174038305786,0.9433478293646346,"[[1236, 2, 101], [6, 62, 84], [87, 15, 1238]]"
489,0.8915577534440127,0.8892687513314834,0.8915577534440127,0.8861438282872172,0.9412536922077636,"[[1230, 3, 106], [5, 56, 91], [88, 14, 1238]]"
490,0.897209466619569,0.8955651928393439,0.897209466619569,0.892859239658068,0.94360998051584,"[[1237, 2, 100], [6, 64, 82], [87, 14, 1239]]"
491,0.8929706817379018,0.8906852974918948,0.8929706817379018,0.887825117813152,0.9408317735347476,"[[1233, 3, 103], [6, 58, 88], [89, 14, 1237]]"
492,0.8908512892970681,0.888827896908079,0.8908512892970681,0.8855500377894261,0.9406261598878372,"[[1230, 2, 107], [6, 57, 89], [91, 14, 1235]]"
493,0.8915577534440127,0.8892232860053785,0.8915577534440127,0.886494322289284,0.9414102018991948,"[[1229, 3, 107], [6, 58, 88], [88, 15, 1237]]"
494,0.8929706817379018,0.8911986559895894,0.8929706817379018,0.8879756629798851,0.9412957903918168,"[[1231, 2, 106], [5, 59, 88], [88, 14, 1238]]"
495,0.8919109855174849,0.8901318189516837,0.8919109855174849,0.887063870924953,0.9417333761061834,"[[1231, 2, 106], [5, 60, 87], [92, 14, 1234]]"
496,0.8936771458848464,0.8922770907696115,0.8936771458848464,0.8889381740075724,0.9415145148046176,"[[1232, 1, 106], [5, 61, 86], [89, 14, 1237]]"
497,0.8926174496644296,0.8907135589486227,0.8926174496644296,0.8876014775699633,0.9416262105366804,"[[1232, 2, 105], [6, 59, 87], [90, 14, 1236]]"
498,0.8912045213705404,0.888956680920832,0.8912045213705404,0.8854245097180983,0.9413173082056406,"[[1231, 2, 106], [5, 54, 93], [88, 14, 1238]]"
499,0.8915577534440127,0.8892989192713067,0.8915577534440127,0.8862881300885945,0.9403287977685566,"[[1230, 3, 106], [6, 57, 89], [89, 14, 1237]]"
