Model,GOF Precision,LOF Precision,Neutral Precision
1,0.02,0.5,0.71
2,0.07,0.66,0.76
3,0.26,0.72,0.78
4,0.29,0.71,0.78
5,0.26,0.75,0.75
6,0.27,0.73,0.75
7,0.28,0.74,0.76
8,0.29,0.74,0.76
9,0.3,0.74,0.76
10,0.34,0.75,0.75
11,0.34,0.75,0.75
12,0.33,0.75,0.76
13,0.35,0.76,0.76
14,0.33,0.76,0.77
15,0.32,0.75,0.76
16,0.33,0.75,0.77
17,0.36,0.76,0.76
18,0.35,0.75,0.76
19,0.38,0.76,0.76
20,0.34,0.76,0.76
21,0.35,0.75,0.76
22,0.4,0.77,0.76
23,0.41,0.77,0.76
24,0.36,0.76,0.76
25,0.36,0.76,0.76
26,0.35,0.76,0.76
27,0.34,0.76,0.76
28,0.34,0.76,0.76
29,0.37,0.76,0.76
30,0.39,0.76,0.76
31,0.4,0.85,0.82
32,0.36,0.84,0.82
33,0.35,0.85,0.86
34,0.37,0.85,0.86
35,0.37,0.85,0.86
36,0.39,0.86,0.86
37,0.32,0.86,0.86
38,0.23,0.83,0.86
39,0.25,0.84,0.86
40,0.24,0.83,0.86
41,0.22,0.83,0.86
42,0.21,0.83,0.86
43,0.21,0.84,0.92
44,0.21,0.84,0.92
45,0.25,0.84,0.92
46,0.24,0.84,0.92
47,0.21,0.84,0.92
48,0.17,0.83,0.92
49,0.18,0.83,0.92
50,0.2,0.83,0.92
51,0.21,0.83,0.92
52,0.21,0.83,0.92
53,0.3,0.84,0.92
54,0.28,0.84,0.92
55,0.3,0.84,0.92
56,0.33,0.84,0.92
57,0.26,0.84,0.92
58,0.27,0.84,0.92
59,0.3,0.84,0.92
60,0.34,0.84,0.93
61,0.35,0.84,0.92
62,0.36,0.84,0.92
63,0.36,0.84,0.93
64,0.52,0.85,0.92
65,0.45,0.85,0.92
66,0.45,0.84,0.92
67,0.47,0.85,0.93
68,0.53,0.84,0.92
69,0.43,0.83,0.93
70,0.53,0.85,0.92
71,0.55,0.85,0.92
72,0.59,0.85,0.92
73,0.65,0.87,0.92
74,0.71,0.87,0.93
75,0.69,0.86,0.92
76,0.69,0.87,0.92
77,0.68,0.87,0.92
78,0.73,0.87,0.93
79,0.72,0.87,0.92
80,0.71,0.87,0.92
81,0.7,0.87,0.93
82,0.72,0.87,0.93
83,0.74,0.87,0.93
84,0.74,0.86,0.93
85,0.72,0.86,0.93
86,0.74,0.86,0.93
87,0.72,0.86,0.92
88,0.73,0.86,0.93
89,0.72,0.86,0.93
90,0.72,0.86,0.93
91,0.73,0.87,0.92
92,0.74,0.87,0.92
93,0.76,0.87,0.92
94,0.77,0.86,0.92
95,0.76,0.87,0.92
96,0.76,0.87,0.93
97,0.75,0.87,0.93
98,0.73,0.87,0.93
99,0.74,0.87,0.92
100,0.71,0.87,0.93
101,0.71,0.87,0.93
102,0.71,0.87,0.93
103,0.72,0.87,0.92
104,0.72,0.87,0.93
105,0.75,0.88,0.93
106,0.76,0.87,0.92
107,0.81,0.88,0.93
108,0.78,0.88,0.93
109,0.82,0.88,0.93
110,0.82,0.88,0.92
111,0.82,0.88,0.93
112,0.83,0.89,0.93
113,0.83,0.88,0.93
114,0.79,0.88,0.92
115,0.8,0.88,0.92
116,0.8,0.88,0.92
117,0.79,0.88,0.92
118,0.73,0.88,0.92
119,0.77,0.89,0.93
120,0.76,0.88,0.92
121,0.78,0.88,0.92
122,0.78,0.89,0.93
123,0.79,0.88,0.93
124,0.76,0.88,0.92
125,0.76,0.88,0.92
126,0.76,0.89,0.93
127,0.75,0.89,0.93
128,0.75,0.89,0.92
129,0.76,0.88,0.93
130,0.77,0.89,0.92
131,0.77,0.88,0.93
132,0.79,0.89,0.93
133,0.77,0.89,0.93
134,0.79,0.89,0.93
135,0.78,0.89,0.93
136,0.78,0.89,0.93
137,0.8,0.89,0.93
138,0.78,0.89,0.93
139,0.77,0.89,0.93
140,0.79,0.89,0.93
141,0.81,0.89,0.93
142,0.79,0.89,0.93
143,0.79,0.88,0.93
144,0.77,0.89,0.93
145,0.77,0.89,0.92
146,0.76,0.89,0.93
147,0.78,0.89,0.93
148,0.78,0.89,0.93
149,0.78,0.88,0.93
150,0.77,0.89,0.93
151,0.77,0.88,0.92
152,0.78,0.89,0.93
153,0.79,0.89,0.92
154,0.82,0.88,0.92
155,0.76,0.88,0.93
156,0.79,0.88,0.93
157,0.77,0.88,0.93
158,0.81,0.88,0.93
159,0.78,0.88,0.93
160,0.77,0.88,0.92
161,0.79,0.88,0.93
162,0.78,0.88,0.92
163,0.77,0.88,0.92
164,0.79,0.88,0.93
165,0.77,0.88,0.92
166,0.77,0.88,0.93
167,0.79,0.88,0.92
168,0.79,0.88,0.92
169,0.79,0.88,0.92
170,0.81,0.88,0.92
171,0.8,0.88,0.93
172,0.79,0.88,0.92
173,0.8,0.88,0.93
174,0.82,0.88,0.93
175,0.8,0.88,0.93
176,0.79,0.88,0.93
177,0.78,0.88,0.93
178,0.79,0.88,0.92
179,0.78,0.87,0.92
180,0.8,0.88,0.93
181,0.78,0.88,0.93
182,0.76,0.87,0.93
183,0.79,0.88,0.92
184,0.77,0.88,0.93
185,0.81,0.88,0.92
186,0.79,0.87,0.92
187,0.79,0.88,0.93
188,0.79,0.88,0.93
189,0.81,0.88,0.93
190,0.81,0.88,0.93
191,0.82,0.88,0.93
192,0.76,0.88,0.93
193,0.78,0.88,0.93
194,0.79,0.88,0.93
195,0.79,0.88,0.92
196,0.77,0.88,0.93
197,0.77,0.88,0.93
198,0.78,0.88,0.93
199,0.77,0.88,0.93
200,0.78,0.88,0.93
201,0.78,0.88,0.93
202,0.8,0.88,0.93
203,0.78,0.88,0.93
204,0.81,0.88,0.93
205,0.79,0.88,0.93
206,0.8,0.88,0.93
207,0.78,0.88,0.93
208,0.79,0.88,0.93
209,0.77,0.88,0.93
210,0.78,0.88,0.93
211,0.79,0.88,0.93
212,0.79,0.88,0.93
213,0.79,0.88,0.93
214,0.78,0.88,0.93
215,0.78,0.88,0.93
216,0.78,0.88,0.93
217,0.8,0.88,0.93
218,0.79,0.88,0.93
219,0.81,0.88,0.93
220,0.82,0.88,0.93
221,0.8,0.88,0.93
222,0.79,0.88,0.93
223,0.81,0.88,0.93
224,0.81,0.88,0.93
225,0.78,0.89,0.93
226,0.8,0.88,0.93
227,0.81,0.88,0.93
228,0.82,0.89,0.93
229,0.81,0.89,0.93
230,0.82,0.89,0.93
231,0.82,0.89,0.93
232,0.81,0.88,0.93
233,0.82,0.89,0.93
234,0.84,0.89,0.93
235,0.81,0.88,0.93
236,0.82,0.88,0.93
237,0.82,0.89,0.93
238,0.83,0.88,0.93
239,0.83,0.88,0.93
240,0.82,0.88,0.93
241,0.82,0.88,0.93
242,0.83,0.88,0.93
243,0.82,0.88,0.93
244,0.8,0.88,0.93
245,0.79,0.88,0.93
246,0.8,0.88,0.93
247,0.82,0.88,0.93
248,0.82,0.88,0.93
249,0.82,0.88,0.93
250,0.83,0.89,0.93
251,0.84,0.89,0.93
252,0.83,0.88,0.93
253,0.86,0.89,0.93
254,0.85,0.89,0.93
255,0.85,0.89,0.93
256,0.87,0.89,0.93
257,0.83,0.88,0.93
258,0.86,0.89,0.93
259,0.83,0.88,0.93
260,0.86,0.89,0.93
261,0.85,0.89,0.93
262,0.84,0.89,0.93
263,0.86,0.88,0.93
264,0.85,0.88,0.93
265,0.85,0.89,0.93
266,0.88,0.88,0.93
267,0.84,0.89,0.93
268,0.86,0.88,0.93
269,0.89,0.89,0.93
270,0.87,0.89,0.93
271,0.88,0.88,0.93
272,0.87,0.88,0.93
273,0.85,0.88,0.93
274,0.87,0.89,0.93
275,0.84,0.89,0.93
276,0.85,0.89,0.93
277,0.86,0.89,0.93
278,0.83,0.88,0.93
279,0.82,0.88,0.93
280,0.82,0.89,0.93
281,0.81,0.88,0.93
282,0.82,0.88,0.93
283,0.84,0.88,0.93
284,0.83,0.88,0.93
285,0.8,0.88,0.93
286,0.83,0.88,0.93
287,0.82,0.88,0.93
288,0.82,0.88,0.93
289,0.78,0.88,0.93
290,0.83,0.88,0.93
291,0.84,0.88,0.93
292,0.83,0.88,0.93
293,0.85,0.89,0.93
294,0.83,0.89,0.93
295,0.82,0.89,0.93
296,0.82,0.88,0.93
297,0.81,0.88,0.93
298,0.81,0.88,0.93
299,0.83,0.89,0.93
300,0.83,0.89,0.93
301,0.79,0.88,0.93
302,0.83,0.89,0.93
303,0.81,0.88,0.93
304,0.82,0.88,0.93
305,0.85,0.88,0.93
306,0.82,0.88,0.93
307,0.83,0.88,0.93
308,0.79,0.88,0.93
309,0.81,0.88,0.93
310,0.81,0.88,0.93
311,0.8,0.89,0.93
312,0.81,0.87,0.92
313,0.79,0.88,0.93
314,0.8,0.88,0.93
315,0.81,0.88,0.93
316,0.82,0.88,0.93
317,0.81,0.88,0.93
318,0.79,0.88,0.92
319,0.8,0.88,0.92
320,0.83,0.88,0.93
321,0.81,0.88,0.92
322,0.79,0.88,0.93
323,0.8,0.88,0.93
324,0.86,0.88,0.93
325,0.81,0.88,0.93
326,0.78,0.88,0.92
327,0.79,0.88,0.93
328,0.8,0.88,0.93
329,0.79,0.88,0.93
330,0.8,0.88,0.92
331,0.8,0.88,0.93
332,0.8,0.88,0.93
333,0.79,0.88,0.93
334,0.81,0.88,0.93
335,0.8,0.88,0.93
336,0.79,0.88,0.93
337,0.79,0.88,0.93
338,0.78,0.88,0.93
339,0.78,0.87,0.93
340,0.78,0.87,0.93
341,0.8,0.88,0.93
342,0.8,0.88,0.92
343,0.82,0.88,0.93
344,0.8,0.88,0.93
345,0.81,0.88,0.93
346,0.8,0.87,0.93
347,0.81,0.87,0.93
348,0.82,0.87,0.92
349,0.83,0.88,0.93
350,0.82,0.87,0.92
351,0.82,0.88,0.93
352,0.81,0.88,0.92
353,0.82,0.88,0.92
354,0.83,0.88,0.93
355,0.79,0.88,0.93
356,0.82,0.87,0.93
357,0.84,0.88,0.92
358,0.82,0.87,0.93
359,0.81,0.87,0.93
360,0.85,0.88,0.93
361,0.84,0.88,0.93
362,0.81,0.87,0.93
363,0.83,0.88,0.93
364,0.85,0.88,0.93
365,0.82,0.88,0.93
366,0.83,0.88,0.93
367,0.82,0.87,0.93
368,0.85,0.88,0.93
369,0.84,0.88,0.93
370,0.85,0.87,0.93
371,0.85,0.88,0.93
372,0.83,0.87,0.93
373,0.82,0.88,0.93
374,0.81,0.87,0.93
375,0.83,0.88,0.93
376,0.8,0.87,0.92
377,0.82,0.87,0.92
378,0.84,0.87,0.92
379,0.8,0.88,0.93
380,0.79,0.87,0.93
381,0.84,0.88,0.93
382,0.8,0.88,0.92
383,0.78,0.87,0.93
384,0.8,0.87,0.92
385,0.81,0.87,0.93
386,0.81,0.87,0.93
387,0.82,0.87,0.93
388,0.8,0.87,0.92
389,0.79,0.87,0.93
390,0.82,0.87,0.93
391,0.79,0.87,0.92
392,0.82,0.87,0.93
393,0.81,0.87,0.93
394,0.83,0.87,0.93
395,0.81,0.87,0.93
396,0.8,0.87,0.92
397,0.79,0.87,0.93
398,0.81,0.87,0.93
399,0.79,0.87,0.93
400,0.81,0.87,0.93
401,0.81,0.87,0.93
402,0.82,0.87,0.93
403,0.8,0.87,0.93
404,0.8,0.87,0.93
405,0.78,0.87,0.93
406,0.8,0.87,0.92
407,0.77,0.87,0.93
408,0.83,0.87,0.93
409,0.8,0.87,0.93
410,0.8,0.87,0.93
411,0.8,0.87,0.93
412,0.82,0.87,0.93
413,0.79,0.87,0.93
414,0.82,0.87,0.93
415,0.78,0.86,0.93
416,0.82,0.87,0.93
417,0.81,0.87,0.93
418,0.8,0.87,0.93
419,0.83,0.87,0.93
420,0.77,0.87,0.93
421,0.8,0.87,0.93
422,0.82,0.87,0.93
423,0.8,0.87,0.93
424,0.8,0.87,0.93
425,0.79,0.87,0.93
426,0.78,0.87,0.93
427,0.79,0.87,0.93
428,0.8,0.87,0.93
429,0.82,0.87,0.93
430,0.79,0.87,0.93
431,0.8,0.87,0.93
432,0.81,0.87,0.93
433,0.78,0.87,0.93
434,0.81,0.87,0.93
435,0.77,0.87,0.93
436,0.76,0.87,0.93
437,0.8,0.86,0.93
438,0.78,0.87,0.93
439,0.78,0.87,0.93
440,0.76,0.87,0.93
441,0.81,0.87,0.93
442,0.77,0.87,0.93
443,0.82,0.87,0.93
444,0.77,0.87,0.93
445,0.76,0.87,0.93
446,0.78,0.87,0.93
447,0.76,0.87,0.93
448,0.75,0.87,0.93
449,0.8,0.87,0.93
450,0.8,0.87,0.93
451,0.83,0.87,0.93
452,0.8,0.87,0.93
453,0.83,0.87,0.93
454,0.79,0.87,0.93
455,0.8,0.87,0.93
456,0.84,0.87,0.93
457,0.79,0.87,0.93
458,0.77,0.87,0.93
459,0.79,0.87,0.93
460,0.82,0.87,0.93
461,0.8,0.87,0.93
462,0.81,0.87,0.93
463,0.83,0.87,0.93
464,0.82,0.87,0.93
465,0.84,0.87,0.93
466,0.81,0.87,0.93
467,0.77,0.87,0.93
468,0.82,0.87,0.93
469,0.79,0.87,0.93
470,0.85,0.87,0.93
471,0.79,0.87,0.93
472,0.8,0.87,0.93
473,0.8,0.87,0.93
474,0.8,0.87,0.93
475,0.81,0.87,0.93
476,0.81,0.86,0.93
477,0.82,0.87,0.93
478,0.82,0.87,0.93
479,0.79,0.87,0.93
480,0.79,0.87,0.93
481,0.8,0.87,0.93
482,0.8,0.87,0.93
483,0.81,0.87,0.93
484,0.8,0.87,0.93
485,0.81,0.87,0.93
486,0.8,0.87,0.93
487,0.79,0.87,0.93
488,0.79,0.87,0.93
489,0.82,0.87,0.93
490,0.8,0.87,0.93
491,0.8,0.87,0.93
492,0.81,0.87,0.93
493,0.78,0.87,0.93
494,0.8,0.87,0.93
495,0.78,0.87,0.93
496,0.8,0.87,0.93
497,0.79,0.87,0.93
498,0.81,0.87,0.93
499,0.79,0.87,0.93
